accession,plant_num,plant_id,institution,expt_type,expt_ID,tray,row,column,parent_plant_id,facility,seed_stock_location,seed_quantity,isolation_id,comments,comments.orig,used_in_exptID
SALK_005569C,2,CofC_S11Farm_0059,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_49,20,I12-W06-20,plantum=2|  other comments ,,
SALK_005569C,3,CofC_S11Farm_0060,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_64,2,,plantum=3|  other comments ,,
SALK_005658C,0,CofC_S11Farm_0061,CofC,DF,1,,,,,NGH-COFC,,,,plantum=0|  other comments no seed or DNA,no seed or DNA,
SALK_006054C,1,CofC_S11Farm_0062,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_57,>100,I12-V04-6,plantum=1|  other comments ,,
SALK_006054C,2,CofC_S11Farm_0063,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments no seed or DNA,no seed or DNA,
SALK_006124C,,CofC_S11Farm_0064,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_006260C,1,CofC_S11Farm_0065,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_15,10,,plantum=1|  other comments ,,
SALK_006260C,2,CofC_S11Farm_0066,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_13,20,,plantum=2|  other comments ,,
SALK_006528C,1,CofC_S11Farm_0067,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_12,100,,plantum=1|  other comments ,,
SALK_006528C,2,CofC_S11Farm_0068,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_16,>100,I11-G03-3,plantum=2|  other comments ,,
SALK_006528C,3,CofC_S11Farm_0069,CofC,DF,1,,,,,NGH-COFC,,,I11-V02-4,plantum=3|  other comments ,,
SALK_006559C,1A,CofC_S11Farm_0070,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_12,20,I11-V13-10,plantum=1A|  other comments ,,
SALK_006559C,1B,CofC_S11Farm_0071,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_006559C,2A,CofC_S11Farm_0072,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_15,75,I12-G04-28,plantum=2A|  other comments ,,
SALK_006559C,2C,CofC_S11Farm_0073,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2C|  other comments ,,
SALK_006783C,1,CofC_S11Farm_0074,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_62,50,,plantum=1|  other comments ,,
SALK_006783C,2A,CofC_S11Farm_0075,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_63,20,,plantum=2A|  other comments ,,
SALK_006783C,2B,CofC_S11Farm_0076,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_67,5,,plantum=2B|  other comments ,,
SALK_007052C,2,CofC_S11Farm_0077,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_78,>100,I12-G04-25,plantum=2|  other comments ,,
SALK_007052C,1A,CofC_S11Farm_0078,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_13,30,,plantum=1A|  other comments ,,
SALK_007052C,1B,CofC_S11Farm_0079,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_22,50,,plantum=1B|  other comments ,,
SALK_007400C,,CofC_S11Farm_0080,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_007643C,,CofC_S11Farm_0081,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_007756C,1,CofC_S11Farm_0082,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments seed tubes both labeled plant #1,seed tubes both labeled plant #1,
SALK_007756C,1H,CofC_S11Farm_0083,CofC,DF,1,,,,,NGH-COFC,,,I12-V03-4,plantum=1H|  other comments seed tubes both labeled plant #1,seed tubes both labeled plant #1,
SALK_007810C,2,CofC_S11Farm_0084,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_9,100,,plantum=2|  other comments ,,
SALK_007810C,1A,CofC_S11Farm_0085,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_8,100,I11-V09-1,plantum=1A|  other comments ,,EXPT1A_PT2
SALK_007810C,1B,CofC_S11Farm_0086,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_12,20,,plantum=1B|  other comments ,,
SALK_007810C,2H,CofC_S11Farm_0087,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_007896C,1,CofC_S11Farm_0088,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_19,100,I12-G05-22,plantum=1|  other comments ,,
SALK_007896C,2,CofC_S11Farm_0089,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_60,60,,plantum=2|  other comments ,,
SALK_007896C,1B,CofC_S11Farm_0090,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_51,30,,plantum=1B|  other comments ,,
SALK_007896C,2H,CofC_S11Farm_0091,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_10,100,I12-K02-10,plantum=2H|  other comments ,,
SALK_008040C,1,CofC_S11Farm_0092,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_22,50,I11-G05-18,plantum=1|  other comments ,,EXPT1A_PT2
SALK_008040C,2,CofC_S11Farm_0093,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_68,50,,plantum=2|  other comments ,,
SALK_008679C,1,CofC_S11Farm_0094,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_008679C,2,CofC_S11Farm_0095,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_10,>100,I12-G05-19,plantum=2|  other comments ,,
SALK_008750C,1,CofC_S11Farm_0096,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_73,100,I11-G05-3,plantum=1|  other comments ,,
SALK_008750C,2,CofC_S11Farm_0097,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_71,20,,plantum=2|  other comments ,,
SALK_008897C,,CofC_S11Farm_0098,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_008905C,2,CofC_S11Farm_0099,CofC,DF,1,,,,,NGH-COFC,,,I11-V12-12,plantum=2|  other comments no seed,no seed,
SALK_009120C,1,CofC_S11Farm_0100,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_9,>100,I12-G03-16,plantum=1|  other comments ,,
SALK_009120C,2,CofC_S11Farm_0101,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_8,>100,,plantum=2|  other comments ,,
SALK_009578C,1A,CofC_S11Farm_0102,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_44,120,,plantum=1A|  other comments ,,
SALK_009578C,1B,CofC_S11Farm_0103,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_009578C,2A,CofC_S11Farm_0104,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_45,120,I11-G01-26,plantum=2A|  other comments ,,
SALK_009578C,2B,CofC_S11Farm_0105,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_009621C,1,CofC_S11Farm_0106,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_35,60,I11-G04-8,plantum=1|  other comments ,,
SALK_009621C,2,CofC_S11Farm_0107,CofC,DF,1,,,,,NGH-COFC,,,I11-V05-10,plantum=2|  other comments ,,
SALK_009776C,1,CofC_S11Farm_0108,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_39,10,I12-W06-19,plantum=1|  other comments ,,
SALK_009776C,2,CofC_S11Farm_0109,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_38,20,,plantum=2|  other comments ,,
SALK_009815C,1,CofC_S11Farm_0110,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_43,120,I11-G02-14,plantum=1|  other comments ,,
SALK_009815C,2,CofC_S11Farm_0111,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_40,120,,plantum=2|  other comments ,,
SALK_009818C,1,CofC_S11Farm_0112,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_72,100,,plantum=1|  other comments two DNA samples labeled #1,two DNA samples labeled #1,
SALK_009818C,2,CofC_S11Farm_0113,CofC,DF,1,,,,,NGH-COFC,,,I11-V04-2,plantum=2|  other comments no seed,no seed,
SALK_009879C,,CofC_S11Farm_0114,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_010192C,1,CofC_S11Farm_0115,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_3,100,,plantum=1|  other comments ,,
SALK_010192C,2,CofC_S11Farm_0116,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_6,100,I11-G04-26,plantum=2|  other comments ,,
SALK_010208C,1,CofC_S11Farm_0117,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_7,>100,I11-G01-5,plantum=1|  other comments ,,EXPT1A_PT2
SALK_010208C,2,CofC_S11Farm_0118,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_5,>100,,plantum=2|  other comments ,,
SALK_010364C,1,CofC_S11Farm_0119,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_63,100,,plantum=1|  other comments ,,
SALK_010364C,2,CofC_S11Farm_0120,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_56,5,I11-V13-14,plantum=2|  other comments ,,
SALK_010364C,1A,CofC_S11Farm_0121,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_010364C,1B,CofC_S11Farm_0122,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_18,40,,plantum=1B|  other comments ,,
SALK_011077C,1,CofC_S11Farm_0123,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_2,>100,I12-W05-3,plantum=1|  other comments ,,
SALK_011077C,2,CofC_S11Farm_0124,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_6,>100,,plantum=2|  other comments no DNA,no DNA,
SALK_011213C,1,CofC_S11Farm_0125,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_65,90,I11-V09-5,plantum=1|  other comments ,,
SALK_011213C,2,CofC_S11Farm_0126,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_011343C,1,CofC_S11Farm_0127,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_011343C,1A,CofC_S11Farm_0128,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_011343C,2A,CofC_S11Farm_0129,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_7,>100,I11-V09-8,plantum=2A|  other comments ,,
SALK_011414C,1,CofC_S11Farm_0130,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_55,50-100,,plantum=1|  other comments no DNA,no DNA,
SALK_011414C,2,CofC_S11Farm_0131,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_36,200,,plantum=2|  other comments multiple DNA samples labeled #2,multiple DNA samples labeled #2,
SALK_011449C,,CofC_S11Farm_0132,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_011661C,,CofC_S11Farm_0133,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_011698C,1,CofC_S11Farm_0134,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_12,150,I12-G06-24,plantum=1|  other comments ,,
SALK_011698C,2,CofC_S11Farm_0135,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_66,10,,plantum=2|  other comments ,,
SALK_011698C,2A,CofC_S11Farm_0136,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_011698C,2B,CofC_S11Farm_0137,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_011857C,,CofC_S11Farm_0138,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_012090C,1,CofC_S11Farm_0139,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_16,>100,I11-G04-2,plantum=1|  other comments ,,
SALK_012323C,1,CofC_S11Farm_0140,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_58,50,I11-G05-5,plantum=1|  other comments ,,
SALK_012323C,2,CofC_S11Farm_0141,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_40,30,,plantum=2|  other comments ,,
SALK_012763C,1A,CofC_S11Farm_0142,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_22,50,I11-G04-21,plantum=1A|  other comments ,,
SALK_012997C,,CofC_S11Farm_0143,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_013113C,2,CofC_S11Farm_0144,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_8,20,,plantum=2|  other comments no DNA,no DNA,
SALK_013129C,1,CofC_S11Farm_0145,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments two samples both labeled #1,two samples both labeled #1,
SALK_013129C,1,CofC_S11Farm_0146,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments two samples both labeled #1,two samples both labeled #1,
SALK_013229C,1,CofC_S11Farm_0147,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_26,>100,I12-V02-12,plantum=1|  other comments ,,
SALK_013229C,2,CofC_S11Farm_0148,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_17,>100,,plantum=2|  other comments ,,
SALK_013258C,1,CofC_S11Farm_0149,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments no seed; duplicate DNA samples,no seed; duplicate DNA samples,
SALK_013258C,2,CofC_S11Farm_0150,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments no DNA; duplicate seed samples,no DNA; duplicate seed samples,
SALK_013353C,,CofC_S11Farm_0151,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_013526C,1,CofC_S11Farm_0152,CofC,DF,1,,,,,NGH-COFC,,,I11-G05-11,plantum=1|  other comments duplicate seed samples,duplicate seed samples,
SALK_013567C,1,CofC_S11Farm_0153,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_013832C,1,CofC_S11Farm_0154,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_59,150,I11-G02-21,plantum=1|  other comments ,,
SALK_013832C,2,CofC_S11Farm_0155,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_60,200,,plantum=2|  other comments ,,
SALK_014510C,,CofC_S11Farm_0156,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_014983C,2,CofC_S11Farm_0157,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_34,100,I12-V02-13,plantum=2|  other comments ,,
SALK_015348C,,CofC_S11Farm_0158,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_015360C,1,CofC_S11Farm_0159,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_64,50,,plantum=1|  other comments ,,
SALK_015360C,2,CofC_S11Farm_0160,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_61,160,I11-G01-2,plantum=2|  other comments ,,
SALK_015439C,1,CofC_S11Farm_0161,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_2,30,,plantum=1|  other comments no DNA,no DNA,
SALK_015439C,2,CofC_S11Farm_0162,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments no DNA,no DNA,
SALK_015497C,1,CofC_S11Farm_0163,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_015497C,2,CofC_S11Farm_0164,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_34,10,,plantum=2|  other comments no DNA,no DNA,
SALK_015986C,1,CofC_S11Farm_0165,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_81,60,,plantum=1|  other comments ,,
SALK_015986C,2,CofC_S11Farm_0166,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_79,100,I11-G01-10,plantum=2|  other comments ,,
SALK_016135C,1,CofC_S11Farm_0167,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_6,100,,plantum=1|  other comments ,,
SALK_016135C,2A,CofC_S11Farm_0168,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_3,100,I12-G03-3,plantum=2A|  other comments ,,
SALK_016135C,2B,CofC_S11Farm_0169,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_62,7,,plantum=2B|  other comments ,,
SALK_016141C,1,CofC_S11Farm_0170,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_12,50,I12-V02-2,plantum=1|  other comments ,,
SALK_016597C,1,CofC_S11Farm_0171,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_016597C,2,CofC_S11Farm_0172,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_9,20,,plantum=2|  other comments ,,
SALK_016764C,2,CofC_S11Farm_0173,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_25,100,,plantum=2|  other comments ,,
SALK_016764C,1A,CofC_S11Farm_0174,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_20,50,I11-G01-20,plantum=1A|  other comments ,,
SALK_016764C,1B,CofC_S11Farm_0175,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_016798C,1,CofC_S11Farm_0176,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_22,50,,plantum=1|  other comments ,,
SALK_016798C,2,CofC_S11Farm_0177,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_21,50,,plantum=2|  other comments ,,
SALK_016798C,1H,CofC_S11Farm_0178,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_33,20,I12-K01-7,plantum=1H|  other comments ,,
SALK_016841C,1,CofC_S11Farm_0179,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_63,10,I11-V12-15,plantum=1|  other comments ,,
SALK_016929C,2,CofC_S11Farm_0180,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_016929C,1A,CofC_S11Farm_0181,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_016929C,1B,CofC_S11Farm_0182,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_21,220,I12-K06-3,plantum=1B|  other comments ,,
SALK_017221C,1,CofC_S11Farm_0183,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments duplicate #1 plants,duplicate #1 plants,
SALK_017221C,1,CofC_S11Farm_0184,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments duplicate #1 plants,duplicate #1 plants,
SALK_017221C,2,CofC_S11Farm_0185,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_5,100,,plantum=2|  other comments ,,
SALK_017221C,2H,CofC_S11Farm_0186,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_017873C,1,CofC_S11Farm_0187,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_15,100,I11-G05-2,plantum=1|  other comments ,,
SALK_017873C,2,CofC_S11Farm_0188,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_40,20,I11-V12-10,plantum=2|  other comments ,,
SALK_017873C,1H,CofC_S11Farm_0189,CofC,DF,1,,,,,NGH-COFC,,,I11-V08-4,plantum=1H|  other comments ,,
SALK_018011C,,CofC_S11Farm_0190,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_018248C,2,CofC_S11Farm_0191,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_018362C,2,CofC_S11Farm_0192,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_24,50,I11-G04-29,plantum=2|  other comments ,,
SALK_018362C,1A,CofC_S11Farm_0193,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_20,3,I12-G04-11,plantum=1A|  other comments ,,
SALK_018362C,1B,CofC_S11Farm_0194,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_58,100,,plantum=1B|  other comments ,,
SALK_018613C,1A,CofC_S11Farm_0195,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_29,50,I12-W06-6,plantum=1A|  other comments ,,
SALK_018613C,1B,CofC_S11Farm_0196,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_30,6,,plantum=1B|  other comments ,,
SALK_018613C,2A,CofC_S11Farm_0197,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_69,50,,plantum=2A|  other comments ,,
SALK_018613C,2B,CofC_S11Farm_0198,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_36,11,,plantum=2B|  other comments ,,
SALK_018664C,2,CofC_S11Farm_0199,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_6,100,I11-V05-15,plantum=2|  other comments ,,
SALK_018664C,3,CofC_S11Farm_0200,CofC,DF,1,,,,,NGH-COFC,,,I11-V06-7,plantum=3|  other comments ,,
SALK_018664C,4,CofC_S11Farm_0201,CofC,DF,1,,,,,NGH-COFC,,,I11-V06-6,plantum=4|  other comments ,,
SALK_018664C,1A,CofC_S11Farm_0202,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_29,50,I12-W06-17,plantum=1A|  other comments ,,
SALK_018664C,1B,CofC_S11Farm_0203,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_30,6,,plantum=1B|  other comments ,,
SALK_018664C,2B,CofC_S11Farm_0204,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_36,11,I11-V13-4,plantum=2B|  other comments ,,
SALK_019080C,2,CofC_S11Farm_0205,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_13,60,I12-V03-12,plantum=2|  other comments ,,
SALK_019080C,2H,CofC_S11Farm_0206,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_019727C,1A,CofC_S11Farm_0207,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_51,50,,plantum=1A|  other comments ,,
SALK_019727C,1B,CofC_S11Farm_0208,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_19,100,I11-W04-5,plantum=1B|  other comments ,,
SALK_019727C,1C,CofC_S11Farm_0209,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1C|  other comments ,,
SALK_019727C,2A,CofC_S11Farm_0210,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_25,50,I11-W03-8,plantum=2A|  other comments ,,
SALK_019727C,2B,CofC_S11Farm_0211,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_72,10,,plantum=2B|  other comments ,,
SALK_019772C,1,CofC_S11Farm_0212,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments no seed or DNA,no seed or DNA,
SALK_019772C,2,CofC_S11Farm_0213,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments no seed or DNA,no seed or DNA,
SALK_020097C,1,CofC_S11Farm_0214,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_1,80,,plantum=1|  other comments no DNA isolations,no DNA isolations,
SALK_020097C,2,CofC_S11Farm_0215,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_81,100,,plantum=2|  other comments two DNA isolations,two DNA isolations,
SALK_020097C,1B,CofC_S11Farm_0216,CofC,DF,1,,,,,NGH-COFC,,,I12-G04-23,plantum=1B|  other comments no seed,no seed,
SALK_020153C,1,CofC_S11Farm_0217,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_29,100,I12-G04-26,plantum=1|  other comments ,,
SALK_020153C,2,CofC_S11Farm_0218,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_020153C,2H,CofC_S11Farm_0219,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_020216C,1,CofC_S11Farm_0220,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_1,>100,I12-G03-10,plantum=1|  other comments ,,
SALK_020216C,2,CofC_S11Farm_0221,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_4,100,,plantum=2|  other comments ,,
SALK_020216C,1H,CofC_S11Farm_0222,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_37,20,,plantum=1H|  other comments ,,
SALK_020409C,2,CofC_S11Farm_0223,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_39,100,I11-G02-28,plantum=2|  other comments ,,
SALK_020409C,1B,CofC_S11Farm_0224,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_76,100,,plantum=1B|  other comments ,,
SALK_020702C,3,CofC_S11Farm_0225,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_76,50,,plantum=3|  other comments no DNA,no DNA,
SALK_020702C,1A,CofC_S11Farm_0226,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_020702C,1B,CofC_S11Farm_0227,CofC,DF,1,,,,,NGH-COFC,,,I11-W03-10,plantum=1B|  other comments no seed,no seed,
SALK_020702C,2A,CofC_S11Farm_0228,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_020702C,2B,CofC_S11Farm_0229,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_62,10,,plantum=2B|  other comments no DNA,no DNA,
SALK_020716C,2,CofC_S11Farm_0230,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_65,100,I11-W03-11,plantum=2|  other comments ,,
SALK_020792C,2,CofC_S11Farm_0231,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_020792C,1A,CofC_S11Farm_0232,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_49,50,I12-W05-4,plantum=1A|  other comments ,,
SALK_020792C,1B,CofC_S11Farm_0233,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_020840C,1A,CofC_S11Farm_0234,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_31,60,,plantum=1A|  other comments ,,
SALK_020840C,1B,CofC_S11Farm_0235,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_79,10,,plantum=1B|  other comments ,,
SALK_020840C,2A,CofC_S11Farm_0236,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_32,150,I12-G05-30,plantum=2A|  other comments ,,
SALK_020840C,2B,CofC_S11Farm_0237,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_73,60,,plantum=2B|  other comments ,,
SALK_020888C,1,CofC_S11Farm_0238,CofC,DF,1,,,,,NGH-COFC,,,I12-G03-18,plantum=1|  other comments no seed,no seed,
SALK_020888C,2,CofC_S11Farm_0239,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_18,100,,plantum=2|  other comments no DNA,no DNA,
SALK_020941C,,CofC_S11Farm_0240,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_021126C,1A,CofC_S11Farm_0241,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_021126C,1B,CofC_S11Farm_0242,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_021126C,2A,CofC_S11Farm_0243,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_36,20,,plantum=2A|  other comments no DNA,no DNA,
