accession,plant_num,plant_id,institution,expt_type,expt_ID,tray,row,column,parent_plant_id,facility,seed_stock_location,seed_quantity,isolation_id,comments,comments.orig,used_in_exptID
SALK_072850C,2,CofC_S11Farm_0862,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_55,60,,plantum=2|  other comments ,,
SALK_072966C,1,CofC_S11Farm_0863,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_24,100,I12-G02-23,plantum=1|  other comments ,,
SALK_072966C,2,CofC_S11Farm_0864,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_25,100,,plantum=2|  other comments ,,
SALK_073438C,2,CofC_S11Farm_0865,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_11,>100,,plantum=2|  other comments ,,
SALK_073438C,1A,CofC_S11Farm_0866,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_65,100,I12-G04-2,plantum=1A|  other comments ,,
SALK_073438C,1B,CofC_S11Farm_0867,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_58,10,,plantum=1B|  other comments ,,
SALK_073438C,2H,CofC_S11Farm_0868,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_79,100,I12-K02-9,plantum=2H|  other comments ,,
SALK_073483C,1,CofC_S11Farm_0869,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_43,10,I12-W06-21,plantum=1|  other comments ,,
SALK_073483C,2,CofC_S11Farm_0870,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_29,15,I12-W06-25,plantum=2|  other comments ,,
SALK_074601C,1,CofC_S11Farm_0871,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_67,>100,,plantum=1|  other comments ,,
SALK_074601C,1H,CofC_S11Farm_0872,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_72,100,,plantum=1H|  other comments ,,
SALK_074601C,2A,CofC_S11Farm_0873,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_50,>100,,plantum=2A|  other comments ,,
SALK_074601C,2B,CofC_S11Farm_0874,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_074601C,2C,CofC_S11Farm_0875,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_76,50,,plantum=2C|  other comments ,,
SALK_074601C,2H,CofC_S11Farm_0876,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_075228C,,CofC_S11Farm_0877,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_075261C,1,CofC_S11Farm_0878,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_18,20,I11-V07-10,plantum=1|  other comments ,,
SALK_075261C,1H,CofC_S11Farm_0879,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_59,>100,I12-K04-2,plantum=1H|  other comments ,,
SALK_075484C,2,CofC_S11Farm_0880,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_28,100,I12-G05-11,plantum=2|  other comments ,,
SALK_075484C,1A,CofC_S11Farm_0881,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_27,75,,plantum=1A|  other comments ,,
SALK_075484C,1B,CofC_S11Farm_0882,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_61,60,,plantum=1B|  other comments ,,
SALK_076254C,1,CofC_S11Farm_0883,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_076254C,1H,CofC_S11Farm_0884,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_22,90,I11-V12-4,plantum=1H|  other comments ,,
SALK_076550C,1,CofC_S11Farm_0885,CofC,DF,1,,,,,NGH-COFC,Hanna_Box03_3,20,I12-K13-22,plantum=1|  other comments ,,
SALK_077704C,1,CofC_S11Farm_0886,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_078782C,1,CofC_S11Farm_0887,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_078782C,2,CofC_S11Farm_0888,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_14,50,,plantum=2|  other comments ,,
SALK_079210C,1,CofC_S11Farm_0889,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments two tubes of seed labeled plant #1,two tubes of seed labeled plant #1,
SALK_079210C,2,CofC_S11Farm_0890,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_48,>100,I12-K04-7,plantum=2|  other comments ,,
SALK_079430C,1,CofC_S11Farm_0891,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_71,100,I11-G04-9,plantum=1|  other comments ,,
SALK_079430C,2,CofC_S11Farm_0892,CofC,DF,1,,,,,NGH-COFC,I11-G01-1,I11-G01-1,,plantum=2|  other comments ,,
SALK_079430C,1H,CofC_S11Farm_0893,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_39,20,,plantum=1H|  other comments ,,
SALK_079666C,1,CofC_S11Farm_0894,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_68,90,I11-G01-1,plantum=1|  other comments ,,
SALK_079666C,2,CofC_S11Farm_0895,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_67,60,,plantum=2|  other comments ,,
SALK_079811C,1,CofC_S11Farm_0896,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_70,60,I12-G02-20,plantum=1|  other comments ,,
SALK_079811C,2,CofC_S11Farm_0897,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_79,90,,plantum=2|  other comments ,,
SALK_079932C,,CofC_S11Farm_0898,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_080024C,1,CofC_S11Farm_0899,CofC,DF,1,,,,,NGH-COFC,,,I11-V03-7,plantum=1|  other comments ,,
SALK_080024C,2,CofC_S11Farm_0900,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_4,15,,plantum=2|  other comments ,,
SALK_080169C,1,CofC_S11Farm_0901,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_59,100,I12-W05-12,plantum=1|  other comments ,,
SALK_080169C,1H,CofC_S11Farm_0902,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_56,>100,I12-V02-28,plantum=1H|  other comments ,,
SALK_080188C,1,CofC_S11Farm_0903,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_51,100,I11-G03-5,plantum=1|  other comments ,,
SALK_080188C,2,CofC_S11Farm_0904,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_77,30,,plantum=2|  other comments ,,
SALK_080686C,,CofC_S11Farm_0905,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_080724C,1,CofC_S11Farm_0906,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_081047C,,CofC_S11Farm_0907,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_081069C,,CofC_S11Farm_0908,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_081193C,2,CofC_S11Farm_0909,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_49,>100,I11-G04-20,plantum=2|  other comments ,,
SALK_081193C,1A,CofC_S11Farm_0910,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_60,100,,plantum=1A|  other comments ,,
SALK_081193C,1B,CofC_S11Farm_0911,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_53,100,,plantum=1B|  other comments ,,
SALK_081337C,1,CofC_S11Farm_0912,CofC,DF,1,,,,,NGH-COFC,Hanna_Box03_2,100,I12-V04-8,plantum=1|  other comments ,,
SALK_081524C,1,CofC_S11Farm_0913,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_68,50,I11-W02-13,plantum=1|  other comments ,,
SALK_081531C,1,CofC_S11Farm_0914,CofC,DF,1,,,,,NGH-COFC,,,,"plantum=1|  other comments two seed samples labeled #1, cannot distinguish between them","two seed samples labeled #1, cannot distinguish between them",
SALK_081531C,1,CofC_S11Farm_0915,CofC,DF,1,,,,,NGH-COFC,,,,"plantum=1|  other comments two seed samples labeled #1, cannot distinguish between them","two seed samples labeled #1, cannot distinguish between them",
SALK_081531C,2,CofC_S11Farm_0916,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_56,20,,plantum=2|  other comments ,,
SALK_081643C,1,CofC_S11Farm_0917,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_68,100,,plantum=1|  other comments ,,
SALK_081643C,2,CofC_S11Farm_0918,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_60,100,,plantum=2|  other comments ,,
SALK_081643C,3,CofC_S11Farm_0919,CofC,DF,1,,,,,NGH-COFC,,,I11-L14-3,plantum=3|  other comments ,,
SALK_081860C,1,CofC_S11Farm_0920,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_48,15,,plantum=1|  other comments ,,
SALK_081860C,2,CofC_S11Farm_0921,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_47,20,,plantum=2|  other comments ,,
SALK_081860C,1H,CofC_S11Farm_0922,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_7,100,,plantum=1H|  other comments ,,
SALK_081927C,1,CofC_S11Farm_0923,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_48,15,I12-W05-25,plantum=1|  other comments ,,
SALK_081927C,2,CofC_S11Farm_0924,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_47,20,I11-V11-14,plantum=2|  other comments ,,
SALK_081927C,1H,CofC_S11Farm_0925,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_7,100,I11-V08-5,plantum=1H|  other comments ,,
SALK_082160C,2,CofC_S11Farm_0926,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_45,100,I11-G04-27,plantum=2|  other comments ,,
SALK_082160C,1A,CofC_S11Farm_0927,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_44,100,,plantum=1A|  other comments ,,
SALK_082160C,1B,CofC_S11Farm_0928,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_082258C,1,CofC_S11Farm_0929,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_67,80,,plantum=1|  other comments ,,
SALK_082258C,2,CofC_S11Farm_0930,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_52,100,I12-V02-15,plantum=2|  other comments ,,
SALK_082408C,1,CofC_S11Farm_0931,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_082408C,2,CofC_S11Farm_0932,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_082484C,1A,CofC_S11Farm_0933,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_71,100,I12-G06-23,plantum=1A|  other comments ,,
SALK_082484C,1B,CofC_S11Farm_0934,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_4,100,,plantum=1B|  other comments ,,
SALK_082484C,2A,CofC_S11Farm_0935,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_6,100,,plantum=2A|  other comments ,,
SALK_082484C,2H,CofC_S11Farm_0936,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_61,100,,plantum=2H|  other comments ,,
SALK_082545C,1,CofC_S11Farm_0937,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_6,>100,I12-K05-14,plantum=1|  other comments ,,
SALK_082546C,1,CofC_S11Farm_0938,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_12,20,,plantum=1|  other comments ,,
SALK_082546C,2,CofC_S11Farm_0939,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_16,50,I11-G01-25,plantum=2|  other comments ,,
SALK_082546C,1H,CofC_S11Farm_0940,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_71,30,I11-V07-9,plantum=1H|  other comments ,,
SALK_082546C,2H,CofC_S11Farm_0941,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_72,75,I11-V08-1,plantum=2H|  other comments ,,
SALK_082635C,,CofC_S11Farm_0942,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_082685C,,CofC_S11Farm_0943,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_082690C,1,CofC_S11Farm_0944,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_23,>100,I11-G02-2,plantum=1|  other comments ,,
SALK_082690C,2,CofC_S11Farm_0945,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_24,60,,plantum=2|  other comments ,,
SALK_082840C,1,CofC_S11Farm_0946,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_20,>100,,plantum=1|  other comments ,,
SALK_082840C,2,CofC_S11Farm_0947,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_082840C,3,CofC_S11Farm_0948,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_56,100,,plantum=3|  other comments have tissue for this line,have tissue for this line,
SALK_082840C,1H,CofC_S11Farm_0949,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1H|  other comments ,,
SALK_083054C,1,CofC_S11Farm_0950,CofC,DF,1,,,,,NGH-COFC,,,I12-G03-17,plantum=1|  other comments ,,
SALK_083054C,2,CofC_S11Farm_0951,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_66,100,,plantum=2|  other comments ,,
SALK_083054C,3,CofC_S11Farm_0952,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_59,10,,plantum=3|  other comments ,,
SALK_083054C,4,CofC_S11Farm_0953,CofC,DF,1,,,,,NGH-COFC,,,I12-V02-9,plantum=4|  other comments ,,
SALK_083085C,2,CofC_S11Farm_0954,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_21,75,,plantum=2|  other comments ,,
SALK_083085C,1A,CofC_S11Farm_0955,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_70,100,I12-G03-2,plantum=1A|  other comments ,,
SALK_083085C,1B,CofC_S11Farm_0956,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_80,10,,plantum=1B|  other comments ,,
SALK_083133C,1A,CofC_S11Farm_0957,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_40,140,I12-G02-19,plantum=1A|  other comments ,,
SALK_083133C,1B,CofC_S11Farm_0958,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_78,80,,plantum=1B|  other comments ,,
SALK_083133C,2A,CofC_S11Farm_0959,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_1,130,,plantum=2A|  other comments ,,
SALK_083133C,2B,CofC_S11Farm_0960,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_34,100,I11-W02-12,plantum=2B|  other comments ,,
SALK_083139C,,CofC_S11Farm_0961,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_083343C,1A,CofC_S11Farm_0962,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_7,>100,,plantum=1A|  other comments ,,
SALK_083343C,1B,CofC_S11Farm_0963,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_53,100,I11-G05-4,plantum=1B|  other comments ,,
SALK_083343C,2A,CofC_S11Farm_0964,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_23,>100,,plantum=2A|  other comments ,,
SALK_083343C,2B,CofC_S11Farm_0965,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_58,100,,plantum=2B|  other comments ,,
SALK_083600C,2,CofC_S11Farm_0966,CofC,DF,1,,,,,NGH-COFC,,,I12-G04-8,plantum=2|  other comments ,,
SALK_083600C,1A,CofC_S11Farm_0967,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_44,50,,plantum=1A|  other comments ,,
SALK_083600C,1B,CofC_S11Farm_0968,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_45,100,,plantum=1B|  other comments ,,
SALK_083600C,1C,CofC_S11Farm_0969,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_29,>100,,plantum=1C|  other comments ,,
SALK_083613C,1,CofC_S11Farm_0970,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_57,80,,plantum=1|  other comments ,,
SALK_083613C,2,CofC_S11Farm_0971,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_43,4,,plantum=2|  other comments ,,
SALK_083667C,,CofC_S11Farm_0972,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_083802C,1,CofC_S11Farm_0973,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_54,70,I11-G01-24,plantum=1|  other comments ,,
SALK_083802C,2,CofC_S11Farm_0974,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_23,120,I11-V09-14,plantum=2|  other comments ,,
SALK_084566C,1A,CofC_S11Farm_0975,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_34,100,,plantum=1A|  other comments ,,
SALK_084566C,1B,CofC_S11Farm_0976,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_55,100,,plantum=1B|  other comments ,,
SALK_084566C,2A,CofC_S11Farm_0977,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_33,>100,,plantum=2A|  other comments ,,
SALK_084566C,2B,CofC_S11Farm_0978,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_62,100,I11-G01-4,plantum=2B|  other comments ,,
SALK_085087C,1,CofC_S11Farm_0979,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_65,20,,plantum=1|  other comments ,,
SALK_085087C,2,CofC_S11Farm_0980,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_61,100,I11-G01-3,plantum=2|  other comments ,,
SALK_085456C,2,CofC_S11Farm_0981,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_25,80,I12-K13-15,plantum=2|  other comments ,,
SALK_085456C,1A,CofC_S11Farm_0982,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_2,60,I11-V09-9,plantum=1A|  other comments ,,
SALK_085456C,1B,CofC_S11Farm_0983,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_79,50,,plantum=1B|  other comments ,,
SALK_085481C,1,CofC_S11Farm_0984,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_085481C,2,CofC_S11Farm_0985,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_21,60,I12-K05-5,plantum=2|  other comments ,,
SALK_085481C,1H,CofC_S11Farm_0986,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_24,100,I12-G06-15,plantum=1H|  other comments ,,
SALK_085482C,1,CofC_S11Farm_0987,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_50,100,,plantum=1|  other comments ,,
SALK_085482C,2,CofC_S11Farm_0988,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_37,100,,plantum=2|  other comments ,,
SALK_085865C,1,CofC_S11Farm_0989,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_75,40,,plantum=1|  other comments ,,
SALK_085865C,1H,CofC_S11Farm_0990,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_25,60,,plantum=1H|  other comments ,,
SALK_085865C,2A,CofC_S11Farm_0991,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_40,80,I11-G03-18,plantum=2A|  other comments ,,
SALK_085865C,2B,CofC_S11Farm_0992,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_67,60,I11-W03-7,plantum=2B|  other comments ,,
SALK_085871C,1,CofC_S11Farm_0993,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_33,2,,plantum=1|  other comments ,,
SALK_086457C,1,CofC_S11Farm_0994,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_086457C,2,CofC_S11Farm_0995,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_086457C,1H,CofC_S11Farm_0996,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_76,100,I12-V04-12,plantum=1H|  other comments ,,
SALK_086642C,1,CofC_S11Farm_0997,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_68,100,,plantum=1|  other comments ,,
SALK_086642C,2,CofC_S11Farm_0998,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_47,100,,plantum=2|  other comments ,,
SALK_086656C,1A,CofC_S11Farm_0999,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_80,10,,plantum=1A|  other comments ,,
SALK_086656C,1B,CofC_S11Farm_1000,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_72,40,,plantum=1B|  other comments ,,
SALK_086656C,2B,CofC_S11Farm_1001,CofC,DF,1,,,,,NGH-COFC,,,I12-K05-10,"plantum=2B|  other comments two seed samples labeled #2, cannot distinguish between them","two seed samples labeled #2, cannot distinguish between them",
SALK_086656C,2C,CofC_S11Farm_1002,CofC,DF,1,,,,,NGH-COFC,,,,"plantum=2C|  other comments two seed samples labeled #2, cannot distinguish between them","two seed samples labeled #2, cannot distinguish between them",
SALK_086776C,1,CofC_S11Farm_1003,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_81,100,I12-G06-4,plantum=1|  other comments ,,
SALK_086887C,1,CofC_S11Farm_1004,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_31,>100,,plantum=1|  other comments ,,
SALK_086887C,2,CofC_S11Farm_1005,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_28,100,,plantum=2|  other comments ,,
SALK_086887C,1H,CofC_S11Farm_1006,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1H|  other comments ,,
SALK_086887C,2H,CofC_S11Farm_1007,CofC,DF,1,,,,,NGH-COFC,,,I12-K03-4,plantum=2H|  other comments ,,
SALK_086894C,3,CofC_S11Farm_1008,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_65,100,I12-K01-14,plantum=3|  other comments ,,
SALK_086894C,1A,CofC_S11Farm_1009,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_5,>100,I12-G03-13,plantum=1A|  other comments ,,
SALK_086894C,1B,CofC_S11Farm_1010,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_18,100,,plantum=1B|  other comments ,,
SALK_086894C,2A,CofC_S11Farm_1011,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_74,>100,,plantum=2A|  other comments ,,
SALK_086894C,2B,CofC_S11Farm_1012,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_38,100,,plantum=2B|  other comments ,,
SALK_087126C,1A,CofC_S11Farm_1013,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_4,50,,plantum=1A|  other comments ,,
SALK_087126C,1B,CofC_S11Farm_1014,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_33,80,,plantum=1B|  other comments ,,
SALK_087126C,1H,CofC_S11Farm_1015,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_55,>100,I12-G06-2,plantum=1H|  other comments ,,
SALK_087126C,2A,CofC_S11Farm_1016,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_56,>100,,plantum=2A|  other comments ,,
SALK_087126C,2B,CofC_S11Farm_1017,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_53,100,,plantum=2B|  other comments ,,
SALK_087164C,1A,CofC_S11Farm_1018,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_57,50,,plantum=1A|  other comments ,,
SALK_087164C,1B,CofC_S11Farm_1019,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_53,100,I12-G02-14,plantum=1B|  other comments ,,
SALK_087164C,2A,CofC_S11Farm_1020,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_51,100,I11-V11-3,plantum=2A|  other comments ,,
SALK_087164C,2B,CofC_S11Farm_1021,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_49,100,,plantum=2B|  other comments ,,
SALK_087435C,1A,CofC_S11Farm_1022,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_43,100,,plantum=1A|  other comments ,,
SALK_087435C,1B,CofC_S11Farm_1023,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_15,40,I12-G05-17,plantum=1B|  other comments ,,
SALK_087435C,1H,CofC_S11Farm_1024,CofC,DF,1,,,,,NGH-COFC,,,I12-K03-10,plantum=1H|  other comments ,,
SALK_087435C,2A,CofC_S11Farm_1025,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_40,25,,plantum=2A|  other comments ,,
SALK_087435C,2B,CofC_S11Farm_1026,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_9,100,,plantum=2B|  other comments ,,
SALK_087493C,1,CofC_S11Farm_1027,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_087519C,1A,CofC_S11Farm_1028,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_56,>100,,plantum=1A|  other comments ,,
SALK_087519C,1B,CofC_S11Farm_1029,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_59,30,,plantum=1B|  other comments ,,
SALK_087519C,2A,CofC_S11Farm_1030,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_66,>100,I11-V10-7,plantum=2A|  other comments ,,
SALK_087519C,2B,CofC_S11Farm_1031,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_60,100,,plantum=2B|  other comments ,,
SALK_087636C,1,CofC_S11Farm_1032,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_65,100,I11-G02-13,plantum=1|  other comments ,,
SALK_087636C,2,CofC_S11Farm_1033,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_37,100,,plantum=2|  other comments ,,
SALK_087636C,1A,CofC_S11Farm_1034,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_087636C,1B,CofC_S11Farm_1035,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_37,100,,plantum=1B|  other comments ,,
SALK_087720C,1,CofC_S11Farm_1036,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_79,8,,plantum=1|  other comments ,,
SALK_087720C,2,CofC_S11Farm_1037,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_9,100,I11-G02-13,plantum=2|  other comments ,,
SALK_087804C,1,CofC_S11Farm_1038,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_9,30,I11-V08-13,plantum=1|  other comments ,,
SALK_087836C,2,CofC_S11Farm_1039,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_81,30,,plantum=2|  other comments ,,
SALK_087836C,1A,CofC_S11Farm_1040,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_57,50,,plantum=1A|  other comments ,,
SALK_087836C,1B,CofC_S11Farm_1041,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_13,60,,plantum=1B|  other comments ,,
SALK_087870C,1,CofC_S11Farm_1042,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_48,>100,I11-V10-9,plantum=1|  other comments ,,
SALK_087870C,3,CofC_S11Farm_1043,CofC,DF,1,,,,,NGH-COFC,,,,plantum=3|  other comments ,,
SALK_088114C,2,CofC_S11Farm_1044,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_70,>>100,I11-G05-16,plantum=2|  other comments ,,
SALK_088114C,1A,CofC_S11Farm_1045,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_72,>100,I12-K13-19,plantum=1A|  other comments ,,
