"exptid","accession","institution","facility","flat","row","column","expttype","ko.status","replicate","GC_locale","parent_id","phenotype","value","comments","treatment"
"1a2","SALK_082484C","CofC","COFC-GC4",22,"K",5,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_0935","aborted.fruits",2,"","standard GC"
"1a2","SALK_082546C","BC","BC-GC5",5,"B",1,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_0939","aborted.fruits",23,"","standard GC"
"1a2","SALK_082546C","BC","BC-GC6",11,"B",5,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_0939","aborted.fruits",12,"","standard GC"
"1a2","SALK_082546C","CofC","COFC-GC1",4,"L",4,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_0939","aborted.fruits",4,"","standard GC"
"1a2","SALK_082546C","CofC","COFC-GC2",9,"G",5,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_0939","aborted.fruits",3,"","standard GC"
"1a2","SALK_082546C","CofC","COFC-GC3",13,"H",6,"1ENVT_GC","Single",2,"GC3","CofC_S11Farm_0939","aborted.fruits",3,"","standard GC"
"1a2","SALK_082546C","CofC","COFC-GC4",23,"F",3,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_0939","aborted.fruits",5,"","standard GC"
"1a2","SALK_082690C","BC","BC-GC5",5,"C",2,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_0944","aborted.fruits",21,"","standard GC"
"1a2","SALK_082690C","BC","BC-GC6",11,"D",3,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_0944","aborted.fruits",47,"","standard GC"
"1a2","SALK_082690C","CofC","COFC-GC1",3,"J",6,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_0944","aborted.fruits",9,"","standard GC"
"1a2","SALK_082690C","CofC","COFC-GC2",10,"L",1,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_0944","aborted.fruits",7,"","standard GC"
"1a2","SALK_082690C","CofC","COFC-GC3",14,"E",3,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_0944","aborted.fruits",1,"","standard GC"
"1a2","SALK_082690C","CofC","COFC-GC4",19,"H",5,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_0944","aborted.fruits",3,"","standard GC"
"1a2","SALK_085481C","BC","BC-GC5",5,"J",5,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_0985","aborted.fruits",NA,"","standard GC"
"1a2","SALK_085481C","BC","BC-GC6",11,"A",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_0985","aborted.fruits",3,"","standard GC"
"1a2","SALK_085481C","CofC","COFC-GC1",5,"A",6,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_0985","aborted.fruits",5,"","standard GC"
"1a2","SALK_085481C","CofC","COFC-GC2",9,"F",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_0985","aborted.fruits",2,"","standard GC"
"1a2","SALK_085481C","CofC","COFC-GC3",18,"G",2,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_0985","aborted.fruits",3,"","standard GC"
"1a2","SALK_085481C","CofC","COFC-GC4",19,"D",6,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_0985","aborted.fruits",4,"","standard GC"
"1a2","SALK_086642C","BC","BC-GC5",5,"G",4,"1ENVT_GC","Single",1,"GC5","CofC_SF01_0025","aborted.fruits",NA,"","standard GC"
"1a2","SALK_086642C","BC","BC-GC6",11,"A",3,"1ENVT_GC","Single",1,"GC6","CofC_SF01_0025","aborted.fruits",NA,"","standard GC"
"1a2","SALK_086642C","CofC","COFC-GC1",6,"E",1,"1ENVT_GC","Single",1,"GC1","CofC_SF01_0025","aborted.fruits",7,"","standard GC"
"1a2","SALK_086642C","CofC","COFC-GC2",10,"I",2,"1ENVT_GC","Single",1,"GC2","CofC_SF01_0025","aborted.fruits",6,"","standard GC"
"1a2","SALK_086642C","CofC","COFC-GC3",14,"D",5,"1ENVT_GC","Single",1,"GC3","CofC_SF01_0025","aborted.fruits",12,"","standard GC"
"1a2","SALK_086642C","CofC","COFC-GC4",21,"C",3,"1ENVT_GC","Single",1,"GC4","CofC_SF01_0025","aborted.fruits",4,"","standard GC"
"1a2","SALK_087519C","BC","BC-GC5",5,"E",5,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1030","aborted.fruits",18,"","standard GC"
"1a2","SALK_087519C","BC","BC-GC6",11,"A",5,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1030","aborted.fruits",8,"","standard GC"
"1a2","SALK_087519C","CofC","COFC-GC1",5,"A",2,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1030","aborted.fruits",4,"","standard GC"
"1a2","SALK_087519C","CofC","COFC-GC2",10,"I",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1030","aborted.fruits",11,"","standard GC"
"1a2","SALK_087519C","CofC","COFC-GC3",14,"I",2,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1030","aborted.fruits",16,"","standard GC"
"1a2","SALK_087519C","CofC","COFC-GC4",24,"J",3,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1030","aborted.fruits",5,"","standard GC"
"1a2","SALK_087870C","BC","BC-GC5",5,"F",2,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1042","aborted.fruits",34,"","standard GC"
"1a2","SALK_087870C","BC","BC-GC6",11,"F",5,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1042","aborted.fruits",42,"","standard GC"
"1a2","SALK_087870C","CofC","COFC-GC1",4,"I",4,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1042","aborted.fruits",5,"","standard GC"
"1a2","SALK_087870C","CofC","COFC-GC2",12,"G",3,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1042","aborted.fruits",7,"","standard GC"
"1a2","SALK_087870C","CofC","COFC-GC3",18,"B",1,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1042","aborted.fruits",5,"","standard GC"
"1a2","SALK_087870C","CofC","COFC-GC4",24,"H",1,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1042","aborted.fruits",21,"","standard GC"
"1a2","SALK_088253C","BC","BC-GC5",5,"K",2,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1053","aborted.fruits",24,"","standard GC"
"1a2","SALK_088253C","BC","BC-GC6",11,"L",3,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1053","aborted.fruits",27,"","standard GC"
"1a2","SALK_088253C","CofC","COFC-GC1",5,"C",4,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1053","aborted.fruits",4,"","standard GC"
"1a2","SALK_088253C","CofC","COFC-GC3",18,"D",6,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1053","aborted.fruits",3,"","standard GC"
"1a2","SALK_088253C","CofC","COFC-GC4",23,"I",5,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1053","aborted.fruits",1,"","standard GC"
"1a2","SALK_088429C","BC","BC-GC5",5,"L",3,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1055","aborted.fruits",33,"","standard GC"
"1a2","SALK_088429C","BC","BC-GC6",11,"J",3,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1055","aborted.fruits",16,"","standard GC"
"1a2","SALK_088429C","CofC","COFC-GC1",1,"I",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1055","aborted.fruits",2,"","standard GC"
"1a2","SALK_088429C","CofC","COFC-GC3",17,"L",4,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1055","aborted.fruits",2,"","standard GC"
"1a2","SALK_088429C","CofC","COFC-GC4",24,"D",5,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1055","aborted.fruits",9,"","standard GC"
"1a2","SALK_089917C","BC","BC-GC5",5,"I",1,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1076","aborted.fruits",23,"","standard GC"
"1a2","SALK_089917C","BC","BC-GC6",11,"L",4,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1076","aborted.fruits",23,"","standard GC"
"1a2","SALK_089917C","CofC","COFC-GC1",2,"I",1,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1076","aborted.fruits",1,"","standard GC"
"1a2","SALK_089917C","CofC","COFC-GC2",8,"G",5,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1076","aborted.fruits",10,"","standard GC"
"1a2","SALK_089917C","CofC","COFC-GC3",18,"H",4,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1076","aborted.fruits",6,"","standard GC"
"1a2","SALK_089917C","CofC","COFC-GC4",23,"K",4,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1076","aborted.fruits",1,"","standard GC"
"1a2","SALK_090508C","BC","BC-GC5",5,"D",6,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1083","aborted.fruits",14,"","standard GC"
"1a2","SALK_090508C","BC","BC-GC6",11,"E",6,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1083","aborted.fruits",45,"","standard GC"
"1a2","SALK_090508C","CofC","COFC-GC1",5,"J",6,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1083","aborted.fruits",4,"","standard GC"
"1a2","SALK_090508C","CofC","COFC-GC2",9,"D",6,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1083","aborted.fruits",2,"","standard GC"
"1a2","SALK_090508C","CofC","COFC-GC3",16,"J",1,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1083","aborted.fruits",4,"","standard GC"
"1a2","SALK_090508C","CofC","COFC-GC4",22,"E",3,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1083","aborted.fruits",2,"","standard GC"
"1a2","SALK_091887C","BC","BC-GC5",5,"H",4,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1098","aborted.fruits",22,"","standard GC"
"1a2","SALK_091887C","BC","BC-GC6",11,"F",3,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1098","aborted.fruits",29,"","standard GC"
"1a2","SALK_091887C","CofC","COFC-GC1",4,"C",4,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1098","aborted.fruits",4,"","standard GC"
"1a2","SALK_091887C","CofC","COFC-GC2",12,"G",2,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1098","aborted.fruits",7,"","standard GC"
"1a2","SALK_091887C","CofC","COFC-GC3",17,"H",6,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1098","aborted.fruits",1,"","standard GC"
"1a2","SALK_091887C","CofC","COFC-GC4",22,"F",4,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1098","aborted.fruits",2,"","standard GC"
"1a2","SALK_092897C","BC","BC-GC5",5,"I",4,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1109","aborted.fruits",22,"","standard GC"
"1a2","SALK_092897C","BC","BC-GC6",11,"J",5,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1109","aborted.fruits",247,"","standard GC"
"1a2","SALK_092897C","CofC","COFC-GC1",1,"H",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1109","aborted.fruits",5,"","standard GC"
"1a2","SALK_092897C","CofC","COFC-GC2",7,"D",1,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1109","aborted.fruits",8,"","standard GC"
"1a2","SALK_092897C","CofC","COFC-GC3",13,"K",6,"1ENVT_GC","Single",2,"GC3","CofC_S11Farm_1109","aborted.fruits",6,"","standard GC"
"1a2","SALK_092897C","CofC","COFC-GC4",20,"J",1,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1109","aborted.fruits",3,"","standard GC"
"1a2","SALK_093390C","BC","BC-GC5",5,"J",3,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1118","aborted.fruits",24,"","standard GC"
"1a2","SALK_093390C","BC","BC-GC6",11,"K",2,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1118","aborted.fruits",18,"","standard GC"
"1a2","SALK_093390C","CofC","COFC-GC1",5,"L",2,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1118","aborted.fruits",3,"","standard GC"
"1a2","SALK_093390C","CofC","COFC-GC2",10,"B",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1118","aborted.fruits",5,"","standard GC"
"1a2","SALK_093390C","CofC","COFC-GC3",17,"D",4,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1118","aborted.fruits",1,"","standard GC"
"1a2","SALK_093390C","CofC","COFC-GC4",19,"J",6,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1118","aborted.fruits",3,"","standard GC"
"1a2","SALK_093499C","BC","BC-GC5",5,"K",6,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1125","aborted.fruits",22,"","standard GC"
"1a2","SALK_093499C","BC","BC-GC6",11,"D",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1125","aborted.fruits",16,"","standard GC"
"1a2","SALK_093499C","CofC","COFC-GC1",6,"K",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1125","aborted.fruits",4,"","standard GC"
"1a2","SALK_093499C","CofC","COFC-GC3",15,"J",2,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1125","aborted.fruits",4,"","standard GC"
"1a2","SALK_093499C","CofC","COFC-GC4",24,"A",2,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1125","aborted.fruits",3,"","standard GC"
"1a2","SALK_094623C","BC","BC-GC5",5,"L",4,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_094623C","BC","BC-GC6",11,"D",4,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_094623C","CofC","COFC-GC1",1,"F",1,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_094623C","CofC","COFC-GC2",12,"I",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_094623C","CofC","COFC-GC3",15,"J",4,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_094623C","CofC","COFC-GC4",20,"E",4,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1139","aborted.fruits",NA,"","standard GC"
"1a2","SALK_098383C","BC","BC-GC5",5,"A",6,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1183","aborted.fruits",24,"","standard GC"
"1a2","SALK_098383C","BC","BC-GC6",11,"C",2,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1183","aborted.fruits",7,"","standard GC"
"1a2","SALK_098383C","CofC","COFC-GC1",1,"L",4,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1183","aborted.fruits",4,"","standard GC"
"1a2","SALK_098383C","CofC","COFC-GC2",12,"J",2,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1183","aborted.fruits",3,"","standard GC"
"1a2","SALK_098383C","CofC","COFC-GC3",18,"J",4,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1183","aborted.fruits",5,"","standard GC"
"1a2","SALK_098383C","CofC","COFC-GC4",21,"L",6,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1183","aborted.fruits",3,"","standard GC"
"1a2","SALK_098531C","BC","BC-GC5",5,"B",3,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1191","aborted.fruits",22,"","standard GC"
"1a2","SALK_098531C","BC","BC-GC6",11,"E",5,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1191","aborted.fruits",22,"","standard GC"
"1a2","SALK_098531C","CofC","COFC-GC1",6,"J",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1191","aborted.fruits",2,"","standard GC"
"1a2","SALK_098531C","CofC","COFC-GC2",7,"A",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1191","aborted.fruits",10,"","standard GC"
"1a2","SALK_098531C","CofC","COFC-GC3",13,"A",5,"1ENVT_GC","Single",2,"GC3","CofC_S11Farm_1191","aborted.fruits",1,"","standard GC"
"1a2","SALK_098531C","CofC","COFC-GC4",22,"G",5,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1191","aborted.fruits",2,"","standard GC"
"1a2","SALK_098706C","BC","BC-GC5",5,"E",6,"1ENVT_GC","Single",1,"GC5","CofC_SF01_0286","aborted.fruits",NA,"","standard GC"
"1a2","SALK_098706C","BC","BC-GC6",11,"E",2,"1ENVT_GC","Single",1,"GC6","CofC_SF01_0286","aborted.fruits",NA,"","standard GC"
"1a2","SALK_098706C","CofC","COFC-GC1",3,"L",1,"1ENVT_GC","Single",1,"GC1","CofC_SF01_0286","aborted.fruits",5,"","standard GC"
"1a2","SALK_098706C","CofC","COFC-GC3",14,"B",6,"1ENVT_GC","Single",1,"GC3","CofC_SF01_0286","aborted.fruits",3,"","standard GC"
"1a2","SALK_098706C","CofC","COFC-GC4",20,"A",2,"1ENVT_GC","Single",1,"GC4","CofC_SF01_0286","aborted.fruits",3,"","standard GC"
"1a2","SALK_104454C","BC","BC-GC5",5,"H",5,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1286","aborted.fruits",16,"","standard GC"
"1a2","SALK_104454C","BC","BC-GC6",11,"E",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1286","aborted.fruits",12,"","standard GC"
"1a2","SALK_104454C","CofC","COFC-GC1",6,"C",1,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1286","aborted.fruits",5,"","standard GC"
"1a2","SALK_104454C","CofC","COFC-GC2",9,"K",6,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1286","aborted.fruits",3,"","standard GC"
"1a2","SALK_104454C","CofC","COFC-GC3",18,"A",2,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1286","aborted.fruits",3,"","standard GC"
"1a2","SALK_104454C","CofC","COFC-GC4",22,"B",6,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1286","aborted.fruits",4,"","standard GC"
"1a2","SALK_104622C","BC","BC-GC5",5,"F",4,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1290","aborted.fruits",6,"","standard GC"
"1a2","SALK_104622C","BC","BC-GC6",11,"I",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1290","aborted.fruits",11,"","standard GC"
"1a2","SALK_104622C","CofC","COFC-GC1",6,"K",1,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1290","aborted.fruits",2,"","standard GC"
"1a2","SALK_104622C","CofC","COFC-GC2",7,"C",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1290","aborted.fruits",9,"","standard GC"
"1a2","SALK_104622C","CofC","COFC-GC3",15,"D",5,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1290","aborted.fruits",5,"","standard GC"
"1a2","SALK_104622C","CofC","COFC-GC4",24,"K",2,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1290","aborted.fruits",13,"","standard GC"
"1a2","SALK_105953C","BC","BC-GC5",5,"A",4,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1307","aborted.fruits",13,"","standard GC"
"1a2","SALK_105953C","BC","BC-GC6",11,"H",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1307","aborted.fruits",10,"","standard GC"
"1a2","SALK_105953C","CofC","COFC-GC1",4,"A",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1307","aborted.fruits",4,"","standard GC"
"1a2","SALK_105953C","CofC","COFC-GC2",10,"K",6,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1307","aborted.fruits",15,"","standard GC"
"1a2","SALK_105953C","CofC","COFC-GC3",13,"A",4,"1ENVT_GC","Single",2,"GC3","CofC_S11Farm_1307","aborted.fruits",1,"","standard GC"
"1a2","SALK_105953C","CofC","COFC-GC4",24,"C",2,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1307","aborted.fruits",10,"","standard GC"
"1a2","SALK_106046C","BC","BC-GC5",5,"B",2,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1311","aborted.fruits",21,"","standard GC"
"1a2","SALK_106046C","BC","BC-GC6",11,"K",1,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1311","aborted.fruits",16,"","standard GC"
"1a2","SALK_106046C","CofC","COFC-GC1",2,"J",3,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1311","aborted.fruits",2,"","standard GC"
"1a2","SALK_106046C","CofC","COFC-GC3",15,"G",5,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1311","aborted.fruits",5,"","standard GC"
"1a2","SALK_106046C","CofC","COFC-GC4",22,"A",6,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1311","aborted.fruits",0,"","standard GC"
"1a2","SALK_106364C","BC","BC-GC5",5,"I",2,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1315","aborted.fruits",27,"","standard GC"
"1a2","SALK_106364C","BC","BC-GC6",11,"K",3,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1315","aborted.fruits",33,"","standard GC"
"1a2","SALK_106364C","CofC","COFC-GC1",3,"L",2,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1315","aborted.fruits",3,"","standard GC"
"1a2","SALK_106364C","CofC","COFC-GC2",9,"I",4,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1315","aborted.fruits",3,"","standard GC"
"1a2","SALK_106364C","CofC","COFC-GC3",18,"F",2,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1315","aborted.fruits",5,"","standard GC"
"1a2","SALK_106364C","CofC","COFC-GC4",21,"G",3,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1315","aborted.fruits",4,"","standard GC"
"1a2","SALK_107712C","BC","BC-GC5",5,"G",5,"1ENVT_GC","Single",1,"GC5","CofC_S11Farm_1340","aborted.fruits",23,"","standard GC"
"1a2","SALK_107712C","BC","BC-GC6",11,"D",2,"1ENVT_GC","Single",1,"GC6","CofC_S11Farm_1340","aborted.fruits",18,"","standard GC"
"1a2","SALK_107712C","CofC","COFC-GC1",3,"E",6,"1ENVT_GC","Single",1,"GC1","CofC_S11Farm_1340","aborted.fruits",12,"","standard GC"
"1a2","SALK_107712C","CofC","COFC-GC2",7,"E",2,"1ENVT_GC","Single",1,"GC2","CofC_S11Farm_1340","aborted.fruits",5,"","standard GC"
"1a2","SALK_107712C","CofC","COFC-GC3",17,"E",1,"1ENVT_GC","Single",1,"GC3","CofC_S11Farm_1340","aborted.fruits",1,"","standard GC"
"1a2","SALK_107712C","CofC","COFC-GC4",21,"H",2,"1ENVT_GC","Single",1,"GC4","CofC_S11Farm_1340","aborted.fruits",8,"","standard GC"
"1a2","SALK_107750C","BC","BC-GC5",5,"J",4,"1ENVT_GC","Single",1,"GC5","CofC_SF01_0121","aborted.fruits",26,"","standard GC"
"1a2","SALK_107750C","BC","BC-GC6",11,"C",5,"1ENVT_GC","Single",1,"GC6","CofC_SF01_0121","aborted.fruits",6,"","standard GC"
"1a2","SALK_107750C","CofC","COFC-GC1",4,"L",6,"1ENVT_GC","Single",1,"GC1","CofC_SF01_0121","aborted.fruits",4,"","standard GC"
"1a2","SALK_107750C","CofC","COFC-GC2",8,"C",2,"1ENVT_GC","Single",1,"GC2","CofC_SF01_0121","aborted.fruits",5,"","standard GC"
"1a2","SALK_107750C","CofC","COFC-GC3",13,"K",2,"1ENVT_GC","Single",2,"GC3","CofC_SF01_0121","aborted.fruits",2,"","standard GC"
"1a2","SALK_107750C","CofC","COFC-GC4",24,"L",2,"1ENVT_GC","Single",1,"GC4","CofC_SF01_0121","aborted.fruits",9,"","standard GC"
"1a2","SALK_108641C","BC","BC-GC5",5,"H",2,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0364","aborted.fruits",23,"","standard GC"
"1a2","SALK_108641C","BC","BC-GC6",11,"L",5,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0364","aborted.fruits",40,"","standard GC"
"1a2","SALK_108641C","CofC","COFC-GC1",4,"H",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0364","aborted.fruits",6,"","standard GC"
"1a2","SALK_108641C","CofC","COFC-GC2",8,"D",4,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0364","aborted.fruits",3,"","standard GC"
"1a2","SALK_108641C","CofC","COFC-GC3",15,"K",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0364","aborted.fruits",5,"","standard GC"
"1a2","SALK_108641C","CofC","COFC-GC4",22,"F",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0364","aborted.fruits",7,"","standard GC"
"1a2","SALK_108667C","BC","BC-GC5",5,"H",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0365","aborted.fruits",12,"","standard GC"
"1a2","SALK_108667C","BC","BC-GC6",11,"D",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0365","aborted.fruits",11,"","standard GC"
"1a2","SALK_108667C","CofC","COFC-GC1",4,"G",5,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0365","aborted.fruits",5,"","standard GC"
"1a2","SALK_108667C","CofC","COFC-GC3",15,"D",2,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0365","aborted.fruits",1,"","standard GC"
"1a2","SALK_108667C","CofC","COFC-GC4",24,"A",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0365","aborted.fruits",7,"","standard GC"
"1a2","SALK_108715C","BC","BC-GC5",6,"J",3,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0366","aborted.fruits",7,"","standard GC"
"1a2","SALK_108715C","BC","BC-GC6",12,"K",2,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0366","aborted.fruits",26,"","standard GC"
"1a2","SALK_108715C","CofC","COFC-GC1",3,"E",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0366","aborted.fruits",10,"","standard GC"
"1a2","SALK_108715C","CofC","COFC-GC2",10,"F",5,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0366","aborted.fruits",9,"","standard GC"
"1a2","SALK_108715C","CofC","COFC-GC3",15,"B",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0366","aborted.fruits",2,"","standard GC"
"1a2","SALK_108715C","CofC","COFC-GC4",21,"J",5,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0366","aborted.fruits",4,"","standard GC"
"1a2","SALK_108742C","BC","BC-GC5",6,"E",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0367","aborted.fruits",2,"","standard GC"
"1a2","SALK_108742C","BC","BC-GC6",12,"H",3,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0367","aborted.fruits",22,"","standard GC"
"1a2","SALK_108742C","CofC","COFC-GC1",2,"E",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0367","aborted.fruits",4,"","standard GC"
"1a2","SALK_108742C","CofC","COFC-GC2",10,"G",5,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0367","aborted.fruits",12,"","standard GC"
"1a2","SALK_108742C","CofC","COFC-GC3",13,"H",1,"1ENVT_GC","Unknown",2,"GC3","BC_S11Farm_0367","aborted.fruits",3,"","standard GC"
"1a2","SALK_108742C","CofC","COFC-GC4",22,"A",5,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0367","aborted.fruits",3,"","standard GC"
