"exptid","accession","institution","facility","flat","row","column","fruitnum","aborted.fruits","inflorescence.height","diameter.at.bolt","treatment","parent_id"
"1a1","SALK_049738C","BC","BC-GC1",3,"E",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0238"
"1a1","SALK_049738C","CofC","COFC-GC1",1,"I",5,3,0,3.9,8,"standard GC","BC_S11Farm_0238"
"1a1","SALK_049738C","CofC","COFC-GC2",11,"H",3,23,7,21.2,31,"standard GC","BC_S11Farm_0238"
"1a1","SALK_049754C","BC","BC-GC1",6,"J",6,NA,NA,NA,60.19,"standard GC","BC_S11Farm_0240"
"1a1","SALK_049754C","CofC","COFC-GC1",1,"E",6,9,5,13.4,20.7,"standard GC","BC_S11Farm_0240"
"1a1","SALK_049754C","CofC","COFC-GC2",11,"J",5,20,10,19.4,31.5,"standard GC","BC_S11Farm_0240"
"1a1","SALK_049770C","BC","BC-GC1",1,"D",1,50,3,27.7,40.35,"standard GC","BC_S11Farm_0241"
"1a1","SALK_049770C","CofC","COFC-GC1",1,"B",6,10,4,15,22,"standard GC","BC_S11Farm_0241"
"1a1","SALK_049770C","CofC","COFC-GC2",11,"H",6,24,11,21,27.2,"standard GC","BC_S11Farm_0241"
"1a1","SALK_049785C","BC","BC-GC1",1,"E",2,45,3,30.8,47.3,"standard GC","BC_S11Farm_0242"
"1a1","SALK_049785C","CofC","COFC-GC1",1,"D",6,16,4,13.9,23.7,"standard GC","BC_S11Farm_0242"
"1a1","SALK_049785C","CofC","COFC-GC2",9,"G",2,35,15,25.5,37.6,"standard GC","BC_S11Farm_0242"
"1a1","SALK_049803C","BC","BC-GC1",2,"L",3,36,7,19.2,43.35,"standard GC","BC_S11Farm_0243"
"1a1","SALK_049803C","CofC","COFC-GC1",4,"D",6,24,5,26.2,40.6,"standard GC","BC_S11Farm_0243"
"1a1","SALK_049803C","CofC","COFC-GC2",9,"F",4,30,6,24.9,39.4,"standard GC","BC_S11Farm_0243"
"1a1","SALK_049888C","BC","BC-GC1",6,"B",6,86,11,27.1,56.36,"standard GC","BC_S11Farm_0245"
