"exptid","accession","institution","facility","flat","row","column","fruitnum","aborted.fruits","inflorescence.height","diameter.at.bolt","treatment","parent_id"
"1a2","SALK_049803C","CofC","COFC-GC4",20,"E",3,7,2,10.9,21,"standard GC","BC_S11Farm_0243"
"1a2","SALK_049888C","BC","BC-GC5",4,"K",4,51,9,28.9,41.77,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049888C","BC","BC-GC6",10,"E",3,47,23,26.8,34.62,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049888C","CofC","COFC-GC1",6,"D",5,12,2,16.6,31.8,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049888C","CofC","COFC-GC2",7,"E",6,15,8,13.5,29.5,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049888C","CofC","COFC-GC3",13,"D",3,14,2,19.3,34.2,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049888C","CofC","COFC-GC4",22,"E",5,12,3,15.8,15.8,"standard GC","BC_S11Farm_0245"
"1a2","SALK_049990C","BC","BC-GC5",4,"G",5,71,9,28.1,55.19,"standard GC","BC_S11Farm_0247"
"1a2","SALK_049990C","BC","BC-GC6",10,"B",4,48,4,26.3,41.81,"standard GC","BC_S11Farm_0247"
"1a2","SALK_049990C","CofC","COFC-GC1",3,"H",4,10,6,13.3,25.8,"standard GC","BC_S11Farm_0247"
"1a2","SALK_049990C","CofC","COFC-GC2",9,"J",6,17,3,20.5,28.3,"standard GC","BC_S11Farm_0247"
"1a2","SALK_049990C","CofC","COFC-GC3",14,"L",2,13,6,19.6,30.1,"standard GC","BC_S11Farm_0247"
"1a2","SALK_049990C","CofC","COFC-GC4",24,"F",4,25,19,25.6,42.7,"standard GC","BC_S11Farm_0247"
"1a2","SALK_050000C","BC","BC-GC5",4,"F",4,54,8,29.7,59.27,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050000C","BC","BC-GC6",10,"C",6,40,7,23.5,37.6,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050000C","CofC","COFC-GC1",4,"H",6,15,5,17,34.2,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050000C","CofC","COFC-GC2",10,"D",4,11,2,13.5,27.9,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050000C","CofC","COFC-GC3",14,"F",5,17,11,22.4,30.1,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050000C","CofC","COFC-GC4",22,"L",5,12,2,15.8,21.9,"standard GC","BC_S11Farm_0248"
"1a2","SALK_050130C","BC","BC-GC5",4,"I",2,106,8,34.2,49.88,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050130C","BC","BC-GC6",10,"C",2,52,3,25.5,37.49,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050130C","CofC","COFC-GC1",2,"J",4,13,2,17.2,23.9,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050130C","CofC","COFC-GC2",12,"L",4,11,6,14.9,28.3,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050130C","CofC","COFC-GC3",17,"L",3,11,1,14.8,27.6,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050130C","CofC","COFC-GC4",23,"L",6,15,1,7.8,26.5,"standard GC","BC_S11Farm_0255"
"1a2","SALK_050141C","BC","BC-GC5",4,"L",3,38,16,29.2,55.39,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050141C","BC","BC-GC6",10,"K",3,48,13,25.1,34.36,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050141C","CofC","COFC-GC1",4,"B",5,9,4,11.9,23.5,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050141C","CofC","COFC-GC2",10,"F",1,30,9,26.4,43.7,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050141C","CofC","COFC-GC3",18,"J",2,7,2,10.3,18,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050141C","CofC","COFC-GC4",24,"B",2,9,3,13,20.4,"standard GC","BC_S11Farm_0256"
"1a2","SALK_050145C","BC","BC-GC5",4,"G",3,167,35,36.2,51.88,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050145C","BC","BC-GC6",10,"L",5,41,17,25.5,42.21,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050145C","CofC","COFC-GC1",1,"D",2,10,1,13.7,27.1,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050145C","CofC","COFC-GC2",12,"F",4,18,7,19.2,34.3,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050145C","CofC","COFC-GC3",17,"C",1,12,2,15,30,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050145C","CofC","COFC-GC4",24,"E",1,22,7,24,43.8,"standard GC","BC_S11Farm_0257"
"1a2","SALK_050152C","BC","BC-GC5",4,"H",3,58,35,28.1,54.71,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050152C","BC","BC-GC6",10,"A",2,32,0,25,NA,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050152C","CofC","COFC-GC1",5,"C",6,7,3,10.6,18.4,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050152C","CofC","COFC-GC2",7,"G",2,12,6,11.5,32.7,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050152C","CofC","COFC-GC3",18,"G",1,12,5,14.5,20.1,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050152C","CofC","COFC-GC4",23,"L",4,11,1,14.2,25.1,"standard GC","BC_S11Farm_0258"
"1a2","SALK_050182C","BC","BC-GC5",4,"B",2,86,14,29.1,54.89,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050182C","BC","BC-GC6",10,"K",2,41,22,29.4,37.99,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050182C","CofC","COFC-GC1",4,"H",4,16,4,16.9,31.5,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050182C","CofC","COFC-GC2",12,"D",3,15,13,18.3,33.9,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050182C","CofC","COFC-GC3",16,"A",3,17,2,19.4,28.9,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050182C","CofC","COFC-GC4",23,"J",5,15,1,18.6,27.8,"standard GC","BC_S11Farm_0259"
"1a2","SALK_050203C","BC","BC-GC5",4,"J",1,34,15,24.8,35.42,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050203C","BC","BC-GC6",10,"F",4,36,10,24.9,33.8,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050203C","CofC","COFC-GC1",1,"D",6,10,7,14.4,28.3,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050203C","CofC","COFC-GC2",12,"H",6,11,6,14.6,30.1,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050203C","CofC","COFC-GC3",17,"H",3,6,1,10.5,20.5,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050203C","CofC","COFC-GC4",21,"A",3,10,3,13.3,22.3,"standard GC","BC_S11Farm_0260"
"1a2","SALK_050239C","BC","BC-GC5",4,"K",3,44,21,30.3,54.77,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050239C","BC","BC-GC6",10,"F",6,49,7,23.6,37.59,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050239C","CofC","COFC-GC1",6,"J",6,13,1,18.1,26.4,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050239C","CofC","COFC-GC2",12,"E",6,11,7,15.1,25.9,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050239C","CofC","COFC-GC3",14,"B",1,13,6,19.1,23.9,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050239C","CofC","COFC-GC4",21,"D",2,11,5,15.9,24.6,"standard GC","BC_S11Farm_0447"
"1a2","SALK_050261C","BC","BC-GC5",4,"H",1,47,27,27.6,48.68,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050261C","BC","BC-GC6",10,"F",1,45,22,25,36.41,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050261C","CofC","COFC-GC1",3,"G",5,16,9,19.1,40.3,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050261C","CofC","COFC-GC2",12,"C",2,8,5,12,25,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050261C","CofC","COFC-GC3",16,"C",2,10,5,15,21.9,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050261C","CofC","COFC-GC4",24,"A",4,15,10,19.2,31.1,"standard GC","BC_S11Farm_0261"
"1a2","SALK_050266C","BC","BC-GC5",4,"B",6,50,24,27.5,45.69,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050266C","BC","BC-GC6",10,"J",4,62,15,27,36.4,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050266C","CofC","COFC-GC1",1,"I",2,11,6,13.5,30.5,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050266C","CofC","COFC-GC2",11,"J",3,11,13,16.2,22.8,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050266C","CofC","COFC-GC3",15,"A",6,8,2,13.4,25.3,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050266C","CofC","COFC-GC4",20,"F",5,8,3,13.2,23.4,"standard GC","BC_S11Farm_0262"
"1a2","SALK_050287C","BC","BC-GC5",4,"J",5,40,14,30,49.81,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050287C","BC","BC-GC6",10,"L",3,40,6,23,26.32,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050287C","CofC","COFC-GC1",1,"G",4,8,1,12.5,23.9,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050287C","CofC","COFC-GC2",8,"K",1,10,4,15.9,21.1,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050287C","CofC","COFC-GC3",13,"D",5,13,0,17.4,28.9,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050287C","CofC","COFC-GC4",23,"F",2,15,7,18.1,33.3,"standard GC","BC_S11Farm_0263"
"1a2","SALK_050561C","BC","BC-GC5",4,"H",4,67,23,29.4,51.27,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050561C","BC","BC-GC6",10,"B",1,51,1,25.5,48.25,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050561C","CofC","COFC-GC1",6,"J",4,20,2,23.6,37.1,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050561C","CofC","COFC-GC2",10,"L",2,10,3,14.3,32.4,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050561C","CofC","COFC-GC3",13,"B",1,NA,NA,NA,NA,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050561C","CofC","COFC-GC4",20,"L",5,13,4,16.3,34.3,"standard GC","BC_S11Farm_0264"
"1a2","SALK_050906C","BC","BC-GC5",4,"I",1,63,16,28.8,40.5,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050906C","BC","BC-GC6",10,"G",6,43,16,21.5,25.84,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050906C","CofC","COFC-GC1",6,"I",3,5,2,9,23.7,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050906C","CofC","COFC-GC2",10,"H",5,20,10,21.7,36.3,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050906C","CofC","COFC-GC3",15,"E",4,6,3,10.7,18,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050906C","CofC","COFC-GC4",21,"H",5,NA,NA,NA,NA,"standard GC","BC_S11Farm_0270"
"1a2","SALK_050938C","BC","BC-GC5",4,"A",3,34,28,28.6,48.29,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050938C","BC","BC-GC6",10,"C",5,52,8,24,28.29,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050938C","CofC","COFC-GC1",2,"C",6,13,0,11.9,25.5,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050938C","CofC","COFC-GC2",9,"G",6,14,5,17.3,29.3,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050938C","CofC","COFC-GC3",14,"A",1,14,1,17.2,34.9,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050938C","CofC","COFC-GC4",24,"L",3,24,11,21.9,34.6,"standard GC","BC_S11Farm_0274"
"1a2","SALK_050948C","BC","BC-GC5",4,"E",4,70,18,28.5,51.65,"standard GC","BC_S11Farm_0275"
"1a2","SALK_050948C","BC","BC-GC6",10,"G",5,37,22,22.8,37.25,"standard GC","BC_S11Farm_0275"
"1a2","SALK_050948C","CofC","COFC-GC1",1,"C",3,8,3,11.7,24.4,"standard GC","BC_S11Farm_0275"
"1a2","SALK_050948C","CofC","COFC-GC2",10,"E",1,22,6,23.8,37,"standard GC","BC_S11Farm_0275"
"1a2","SALK_050948C","CofC","COFC-GC3",13,"I",6,17,2,20.4,35.2,"standard GC","BC_S11Farm_0275"
"1a2","SALK_050948C","CofC","COFC-GC4",23,"I",4,15,3,17.3,30.7,"standard GC","BC_S11Farm_0275"
"1a2","SALK_051012C","BC","BC-GC5",4,"C",6,47,14,28,42.97,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051012C","BC","BC-GC6",10,"L",2,46,24,25.5,38.98,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051012C","CofC","COFC-GC1",3,"A",6,8,2,11.9,23.9,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051012C","CofC","COFC-GC2",11,"J",4,7,4,11.7,19,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051012C","CofC","COFC-GC3",13,"J",2,13,2,18.5,27.7,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051012C","CofC","COFC-GC4",23,"B",5,12,1,14.9,24.7,"standard GC","BC_S11Farm_0277"
"1a2","SALK_051039C","BC","BC-GC5",4,"K",1,NA,NA,NA,NA,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051039C","BC","BC-GC6",10,"L",6,NA,NA,NA,NA,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051039C","CofC","COFC-GC1",1,"C",4,10,1,13,28.1,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051039C","CofC","COFC-GC2",9,"H",1,17,2,20.3,29,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051039C","CofC","COFC-GC3",17,"G",5,10,4,14.7,20.8,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051039C","CofC","COFC-GC4",22,"D",6,8,5,10.4,22.1,"standard GC","BC_S11Farm_0278"
"1a2","SALK_051074C","BC","BC-GC5",4,"G",2,NA,NA,NA,NA,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051074C","BC","BC-GC6",10,"E",1,NA,NA,NA,NA,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051074C","CofC","COFC-GC1",1,"D",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051074C","CofC","COFC-GC2",11,"I",5,16,8,18.5,37.4,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051074C","CofC","COFC-GC3",18,"J",5,6,1,9.9,23.2,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051074C","CofC","COFC-GC4",24,"I",4,20,10,21.1,34,"standard GC","BC_S11Farm_0279"
"1a2","SALK_051138C","BC","BC-GC5",4,"J",2,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_051138C","BC","BC-GC6",10,"D",4,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_051138C","CofC","COFC-GC1",4,"E",5,7,5,9.6,25.8,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_051138C","CofC","COFC-GC2",8,"C",3,9,3,12.3,23.3,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_051138C","CofC","COFC-GC3",16,"B",2,21,3,26.3,40.6,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_051138C","CofC","COFC-GC4",20,"G",1,9,4,14.5,27.2,"standard GC","CofC_S11Farm_0637"
"1a2","SALK_053489C","BC","BC-GC5",4,"A",2,NA,NA,NA,NA,"standard GC","CofC_SF01_0021"
"1a2","SALK_053489C","BC","BC-GC6",10,"H",4,NA,NA,NA,NA,"standard GC","CofC_SF01_0021"
"1a2","SALK_053489C","CofC","COFC-GC1",6,"L",5,16,4,21.6,33.7,"standard GC","CofC_SF01_0021"
"1a2","SALK_053489C","CofC","COFC-GC2",12,"K",3,13,9,15.3,31.8,"standard GC","CofC_SF01_0021"
"1a2","SALK_053489C","CofC","COFC-GC3",17,"A",4,11,2,14.8,22.6,"standard GC","CofC_SF01_0021"
"1a2","SALK_053489C","CofC","COFC-GC4",19,"D",5,23,9,20.9,33.5,"standard GC","CofC_SF01_0021"
"1a2","SALK_058070C","BC","BC-GC5",4,"E",6,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_058070C","BC","BC-GC6",10,"D",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_058070C","CofC","COFC-GC1",6,"G",1,42,6,30.4,41.7,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_058070C","CofC","COFC-GC2",9,"I",2,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_058070C","CofC","COFC-GC3",16,"E",6,28,12,25.5,32.8,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_058070C","CofC","COFC-GC4",22,"B",2,10,3,13.5,21,"standard GC","CofC_S11Farm_0685"
"1a2","SALK_064199C","BC","BC-GC5",4,"A",6,NA,NA,NA,NA,"standard GC","CofC_SF01_0063"
"1a2","SALK_064199C","BC","BC-GC6",10,"G",3,NA,NA,NA,NA,"standard GC","CofC_SF01_0063"
"1a2","SALK_064199C","CofC","COFC-GC1",3,"H",5,12,4,15.9,34.3,"standard GC","CofC_SF01_0063"
"1a2","SALK_064199C","CofC","COFC-GC2",12,"H",3,13,9,15.9,30.1,"standard GC","CofC_SF01_0063"
"1a2","SALK_064199C","CofC","COFC-GC3",16,"F",1,17,3,20.7,33,"standard GC","CofC_SF01_0063"
"1a2","SALK_064199C","CofC","COFC-GC4",23,"C",5,12,3,16.6,28.6,"standard GC","CofC_SF01_0063"
"1a2","SALK_065267C","BC","BC-GC5",4,"C",4,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_065267C","BC","BC-GC6",10,"J",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_065267C","CofC","COFC-GC1",6,"F",6,20,6,23.3,37.9,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_065267C","CofC","COFC-GC2",12,"A",5,14,14,18,32.1,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_065267C","CofC","COFC-GC3",18,"E",6,12,5,16.5,31.4,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_065267C","CofC","COFC-GC4",19,"D",4,21,2,17.7,31.7,"standard GC","CofC_S11Farm_0761"
"1a2","SALK_066578C","BC","BC-GC5",4,"L",4,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_066578C","BC","BC-GC6",10,"C",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_066578C","CofC","COFC-GC1",2,"J",1,15,0,19.7,25.2,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_066578C","CofC","COFC-GC2",7,"L",5,13,5,15.2,26.4,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_066578C","CofC","COFC-GC3",17,"K",6,13,0,13.7,30.8,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_066578C","CofC","COFC-GC4",23,"I",1,10,1,14,24.8,"standard GC","CofC_S11Farm_0781"
"1a2","SALK_067430C","BC","BC-GC5",4,"D",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067430C","BC","BC-GC6",10,"B",2,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067430C","CofC","COFC-GC1",1,"D",5,10,0,13.5,27.5,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067430C","CofC","COFC-GC2",7,"B",5,10,4,13.3,27.3,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067430C","CofC","COFC-GC3",18,"H",2,14,3,12.9,21.3,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067430C","CofC","COFC-GC4",21,"L",3,0,9,6.6,30.8,"standard GC","CofC_S11Farm_0794"
"1a2","SALK_067608C","BC","BC-GC5",4,"G",4,NA,NA,NA,NA,"standard GC","CofC_SF01_0153"
"1a2","SALK_067608C","BC","BC-GC6",10,"H",6,NA,NA,NA,NA,"standard GC","CofC_SF01_0153"
"1a2","SALK_067608C","CofC","COFC-GC1",3,"B",6,13,5,17.6,31.8,"standard GC","CofC_SF01_0153"
"1a2","SALK_067608C","CofC","COFC-GC2",10,"J",6,22,12,23.4,40,"standard GC","CofC_SF01_0153"
"1a2","SALK_067608C","CofC","COFC-GC3",18,"F",6,10,5,13.9,29.2,"standard GC","CofC_SF01_0153"
"1a2","SALK_067608C","CofC","COFC-GC4",19,"I",6,16,10,18.2,29,"standard GC","CofC_SF01_0153"
"1a2","SALK_067699C","BC","BC-GC5",4,"C",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_067699C","BC","BC-GC6",10,"H",2,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_067699C","CofC","COFC-GC1",1,"I",5,13,4,16,29.1,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_067699C","CofC","COFC-GC2",10,"K",2,28,20,18.9,37.8,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_067699C","CofC","COFC-GC3",13,"H",4,10,3,14.3,27.4,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_067699C","CofC","COFC-GC4",23,"F",1,11,2,13.2,24.9,"standard GC","CofC_S11Farm_0801"
"1a2","SALK_068499C","BC","BC-GC5",4,"F",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_068499C","BC","BC-GC6",10,"J",3,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_068499C","CofC","COFC-GC1",4,"K",1,17,4,18.4,33.7,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_068499C","CofC","COFC-GC2",10,"H",1,16,13,20.2,34,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_068499C","CofC","COFC-GC3",13,"E",6,26,6,25.2,46.6,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_068499C","CofC","COFC-GC4",24,"H",4,19,2,21.9,33,"standard GC","CofC_S11Farm_0814"
"1a2","SALK_070180C","BC","BC-GC5",4,"L",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_070180C","BC","BC-GC6",10,"A",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_070180C","CofC","COFC-GC1",2,"B",6,14,7,18.5,23.2,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_070180C","CofC","COFC-GC2",12,"H",4,11,5,14.7,31.9,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_070180C","CofC","COFC-GC3",16,"B",4,13,2,19.2,24.3,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_070180C","CofC","COFC-GC4",24,"I",3,21,13,23.8,36.4,"standard GC","CofC_S11Farm_0830"
"1a2","SALK_073617C","BC","BC-GC5",4,"A",1,29,4,27.8,32.15,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073617C","BC","BC-GC6",10,"I",5,24,6,19.7,NA,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073617C","CofC","COFC-GC1",5,"G",2,NA,NA,NA,NA,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073617C","CofC","COFC-GC2",8,"K",4,14,5,19.6,34.1,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073617C","CofC","COFC-GC3",14,"K",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073617C","CofC","COFC-GC4",23,"G",5,15,1,13.6,29,"standard GC","BC_S11Farm_0280"
"1a2","SALK_073669C","BC","BC-GC5",4,"G",6,49,20,28.7,45.31,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073669C","BC","BC-GC6",10,"B",5,38,5,25,31.82,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073669C","CofC","COFC-GC1",6,"K",5,10,2,15.5,29.3,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073669C","CofC","COFC-GC2",10,"E",6,18,10,19.3,31.5,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073669C","CofC","COFC-GC3",13,"H",3,13,2,15.5,25.6,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073669C","CofC","COFC-GC4",24,"K",1,NA,NA,NA,NA,"standard GC","BC_S11Farm_0281"
"1a2","SALK_073728C","BC","BC-GC5",4,"B",3,35,10,29.3,51.17,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073728C","BC","BC-GC6",10,"E",2,47,23,23.9,39.41,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073728C","CofC","COFC-GC1",1,"F",2,4,1,7.5,14.7,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073728C","CofC","COFC-GC2",7,"B",2,12,7,15.9,29.1,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073728C","CofC","COFC-GC3",18,"C",5,14,2,16.4,25,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073728C","CofC","COFC-GC4",23,"G",3,21,1,21.4,29,"standard GC","BC_S11Farm_0283"
"1a2","SALK_073770C","BC","BC-GC5",4,"E",1,73,6,32.3,37.41,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073770C","BC","BC-GC6",10,"F",2,63,16,31.1,43.68,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073770C","CofC","COFC-GC1",4,"F",6,15,6,17.2,33.1,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073770C","CofC","COFC-GC2",8,"A",1,16,10,19.1,22.5,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073770C","CofC","COFC-GC3",14,"L",4,15,3,18.2,28.3,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073770C","CofC","COFC-GC4",20,"F",1,9,2,13.1,19.1,"standard GC","BC_S11Farm_0285"
"1a2","SALK_073856C","BC","BC-GC5",4,"I",4,59,18,29.2,49.79,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073856C","BC","BC-GC6",10,"G",4,77,21,28.8,35.11,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073856C","CofC","COFC-GC1",5,"J",3,11,5,14.8,22.8,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073856C","CofC","COFC-GC2",7,"J",6,10,7,13.4,32.2,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073856C","CofC","COFC-GC3",18,"D",1,14,3,15.9,24.8,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073856C","CofC","COFC-GC4",20,"L",6,17,5,19.7,38.4,"standard GC","BC_S11Farm_0287"
"1a2","SALK_073973C","BC","BC-GC5",4,"I",6,50,27,28,49.38,"standard GC","BC_S11Farm_0289"
"1a2","SALK_073973C","BC","BC-GC6",10,"K",6,44,26,26.2,39.34,"standard GC","BC_S11Farm_0289"
"1a2","SALK_073973C","CofC","COFC-GC1",6,"H",6,9,1,12.7,29.8,"standard GC","BC_S11Farm_0289"
"1a2","SALK_073973C","CofC","COFC-GC2",11,"L",4,23,7,24.2,36.1,"standard GC","BC_S11Farm_0289"
"1a2","SALK_073973C","CofC","COFC-GC3",18,"C",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0289"
"1a2","SALK_073973C","CofC","COFC-GC4",21,"A",4,0,4,5.3,NA,"standard GC","BC_S11Farm_0289"
"1a2","SALK_074218C","BC","BC-GC5",4,"J",3,46,19,9.8,54.62,"standard GC","BC_S11Farm_0290"
