accession,plant_num,plant_id,parent_id,seed_stock_location,seed_quantity,isolation_id,comments
SALK_057742C,2,CofC_S11Farm_0680,,S11Farm_Box07_46,100,I11-G01-29,
SALK_057893C,1,CofC_S11Farm_0681,,S11Farm_Box13_2,>100,I11-G03-21,
SALK_057893C,2,CofC_S11Farm_0682,,Hanna_Box02_52,>100,,
SALK_057893C,3,CofC_S11Farm_0683,,S11Farm_Box14_78,100,,
SALK_057893C,4,CofC_S11Farm_0684,,,,I11-V01-2,
SALK_058070C,1,CofC_S11Farm_0685,,S11Farm_Box01_69,100,I11-G02-16,
SALK_058085C,1,CofC_S11Farm_0686,,S11Farm_Box03_19,100,I12-G04-20,
SALK_058085C,2,CofC_S11Farm_0687,,S11Farm_Box03_23,100,,
SALK_058100C,1,CofC_S11Farm_0688,,S11Farm_Box02_79,100,I12-L09-9,
SALK_058100C,2,CofC_S11Farm_0689,,S11Farm_Box02_80,100,,
SALK_058170C,1A,CofC_S11Farm_0690,,,,,
SALK_058170C,1B,CofC_S11Farm_0691,,S11Farm_Box13_7,100,I11-V03-3,
SALK_058170C,2A,CofC_S11Farm_0692,,S11Farm_Box12_53,10,,
SALK_058170C,2B,CofC_S11Farm_0693,,S11Farm_Box13_13,>100,I11-G03-29,
SALK_058173C,1,CofC_S11Farm_0694,,S11Farm_Box15_30,90,,two DNA isolations labeled plant #1
SALK_058173C,2A,CofC_S11Farm_0695,,S11Farm_Box08_22,40,I12-W06-27,
SALK_058173C,2B,CofC_S11Farm_0696,,S11Farm_Box15_26,>100,,
SALK_058533C,1,CofC_S11Farm_0697,,S11Farm_Box03_32,100,I12-G03-12,
SALK_058993C,,CofC_S11Farm_0698,,,,,FARM_FAIL
SALK_059119C,1,CofC_S11Farm_0699,,S11Farm_Box10_27,100,,
SALK_059119C,2,CofC_S11Farm_0700,,S11Farm_Box10_28,100,I11-G05-7,
SALK_059205C,1,CofC_S11Farm_0701,,,,I11-V12-2,
SALK_059645C,1,CofC_S11Farm_0702,,S11Farm_Box08_68,3,,
SALK_059645C,2,CofC_S11Farm_0703,,,,I11-V08-2,
SALK_059645C,3,CofC_S11Farm_0704,,S11Farm_Box14_80,1,,
SALK_059737C,1,CofC_S11Farm_0705,,,,,
SALK_059737C,2,CofC_S11Farm_0706,,S11Farm_Box05_64,50,I12-W06-28,
SALK_059799C,,CofC_S11Farm_0707,,,,,FARM_FAIL
SALK_060581C,1A,CofC_S11Farm_0708,,S11Farm_Box03_69,3,,
SALK_060581C,1B,CofC_S11Farm_0709,,S11Farm_Box05_29,130,,tissue in box I
SALK_060581C,2A,CofC_S11Farm_0710,,S11Farm_Box03_81,20,,
SALK_060581C,2B,CofC_S11Farm_0711,,S11Farm_Box05_30,400,,
SALK_060613C,1,CofC_S11Farm_0712,,S11Farm_Box07_80,30,I11-G01-22,
SALK_060871C,1,CofC_S11Farm_0713,,S11Farm_Box04_19,100,I12-L05-5,
SALK_060871C,2,CofC_S11Farm_0714,,S11Farm_Box04_18,>100,,
SALK_061316C,,CofC_S11Farm_0715,,,,,FARM_FAIL
SALK_061326C,1,CofC_S11Farm_0716,,S11Farm_Box12_16,40,,
SALK_061326C,2,CofC_S11Farm_0717,,S11Farm_Box12_14,40,,
SALK_061326C,3,CofC_S11Farm_0718,,,,I11-V02-9,
SALK_061326C,4,CofC_S11Farm_0719,,,,I11-V03-5,
SALK_061326C,1H,CofC_S11Farm_0720,,,,,
SALK_061326C,2H,CofC_S11Farm_0721,,,,I12-K03-5,
SALK_061365C,2,CofC_S11Farm_0722,,,,I11-W03-3,
SALK_061365C,1A,CofC_S11Farm_0723,,S11Farm_Box01_60,50-100,I12-G03-30,
SALK_061365C,1B,CofC_S11Farm_0724,,,,,
SALK_061400C,1A,CofC_S11Farm_0725,,S11Farm_Box10_14,4,,
SALK_061400C,1B,CofC_S11Farm_0726,,S11Farm_Box13_11,>100,I11-G03-27,
SALK_061400C,2A,CofC_S11Farm_0727,,S11Farm_Box10_11,100,,
SALK_061400C,2B,CofC_S11Farm_0728,,S11Farm_Box13_12,>100,,
SALK_061556C,,CofC_S11Farm_0729,,,,,FARM_FAIL
SALK_062058C,1,CofC_S11Farm_0730,,S11Farm_Box03_56,100,I11-W01-2,
SALK_062058C,2,CofC_S11Farm_0731,,S11Farm_Box03_65,100,,
SALK_062327C,1,CofC_S11Farm_0732,,S11Farm_Box05_63,110,I11-G01-13,
SALK_062327C,2A,CofC_S11Farm_0733,,S11Farm_Box05_71,60,,
SALK_062327C,2B,CofC_S11Farm_0734,,,,,
SALK_063135C,1,CofC_S11Farm_0735,,S11Farm_Box13_6,>100,I11-G04-16,
SALK_063135C,2,CofC_S11Farm_0736,,S11Farm_Box13_10,>100,,
SALK_063196C,1,CofC_S11Farm_0737,,S11Farm_Box01_35,17,I11-V06-8,
SALK_063196C,2,CofC_S11Farm_0738,,S11Farm_Box01_30,50,I11-V05-13,
SALK_063585C,1,CofC_S11Farm_0739,,S11Farm_Box05_20,200,I12-K01-10,
SALK_063587C,1,CofC_S11Farm_0740,,S11Farm_Box12_9,100,I11-W02-10,
SALK_063587C,2,CofC_S11Farm_0741,,S11Farm_Box09_81,50,,
SALK_063587C,1H,CofC_S11Farm_0742,,,,,
SALK_063587C,2H,CofC_S11Farm_0743,,,,,
SALK_063593C,1,CofC_S11Farm_0744,,S11Farm_Box10_47,>100,I11-G01-27,
SALK_063593C,2,CofC_S11Farm_0745,,S11Farm_Box10_46,0,,
SALK_063595C,,CofC_S11Farm_0746,,,,,FARM_FAIL
SALK_063950C,2,CofC_S11Farm_0747,,Hanna_Box02_4,12,,
SALK_063950C,1A,CofC_S11Farm_0748,,S11Farm_Box11_11,10,,
SALK_063950C,1B,CofC_S11Farm_0749,,S11Farm_Box04_41,100,I12-W05-21,
SALK_064199C,2,CofC_S11Farm_0750,,S11Farm_Box15_12,50,,
SALK_064199C,3,CofC_S11Farm_0751,,S11Farm_Box15_22,>100,,
SALK_064531C,1,CofC_S11Farm_0752,,S11Farm_Box01_80,>100,I12-G05-6,
SALK_064540C,1,CofC_S11Farm_0753,,,,,
SALK_064540C,2,CofC_S11Farm_0754,,S11Farm_Box07_43,30,I12-W06-7,
SALK_064666C,1,CofC_S11Farm_0755,,S11Farm_Box15_8,4,,
SALK_064666C,2,CofC_S11Farm_0756,,S11Farm_Box15_11,80,I12-G05-28,
SALK_064702C,1,CofC_S11Farm_0757,,S11Farm_Box12_34,>100,I12-G06-22,
SALK_064702C,2,CofC_S11Farm_0758,,,,I12-K03-11,
SALK_064702C,2H,CofC_S11Farm_0759,,,,,
SALK_065004C,1,CofC_S11Farm_0760,,S11Farm_Box01_31,50,,
SALK_065267C,2,CofC_S11Farm_0761,,S11Farm_Box08_19,60,I11-G05-14,
SALK_065267C,3,CofC_S11Farm_0762,,S11Farm_Box14_55,100,,
SALK_065267C,1A,CofC_S11Farm_0763,,S11Farm_Box08_11,50,,
SALK_065267C,1B,CofC_S11Farm_0764,,,,,
SALK_065417C,1,CofC_S11Farm_0765,,Hanna_Box02_14,15,I11-V11-13,
SALK_065885C,1A,CofC_S11Farm_0766,,S11Farm_Box03_5,50,I11-G05-6,
SALK_065885C,1B,CofC_S11Farm_0767,,,,,
SALK_065885C,2A,CofC_S11Farm_0768,,S11Farm_Box03_9,100,,
SALK_065885C,2B,CofC_S11Farm_0769,,S11Farm_Box12_33,15,,
SALK_065924C,1,CofC_S11Farm_0770,,,,I11-G04-22,No seed
SALK_065924C,2,CofC_S11Farm_0771,,S11Farm_Box13_15,100,,no DNA; tissue in box E
SALK_066416C,,CofC_S11Farm_0772,,,,,DNG
SALK_066577C,2,CofC_S11Farm_0773,,S11Farm_Box08_45,100,,
SALK_066577C,4,CofC_S11Farm_0774,,,,I11-L14-14,
SALK_066577C,1A,CofC_S11Farm_0775,,S11Farm_Box08_44,>100,,
SALK_066577C,1B,CofC_S11Farm_0776,,S11Farm_Box05_38,150,,
SALK_066577C,1H,CofC_S11Farm_0777,,,,I12-G06-10,
SALK_066577C,2H,CofC_S11Farm_0778,,Hanna_Box01_14,100,I12-G06-13,
SALK_066577C,,CofC_S11Farm_0779,,CofC_SF05_122,,I12-P10-13,
SALK_066578C,2,CofC_S11Farm_0780,,Hanna_Box02_66,40,,
SALK_066578C,1A,CofC_S11Farm_0781,,S11Farm_Box14_45,100,I12-K06-14,
SALK_066578C,1B,CofC_S11Farm_0782,,S11Farm_Box11_53,70,,
SALK_066578C,2H,CofC_S11Farm_0783,,,,,
SALK_066711C,,CofC_S11Farm_0784,,,,,FARM_FAIL
SALK_066755C,1,CofC_S11Farm_0785,,,,I11-V01-3,no seed
SALK_066755C,2,CofC_S11Farm_0786,,,,I11-V01-4,no seed
SALK_066988C,2,CofC_S11Farm_0787,,S11Farm_Box02_44,100,I11-W01-9,
SALK_066988C,1A,CofC_S11Farm_0788,,S11Farm_Box03_44,100,,
SALK_066988C,1B,CofC_S11Farm_0789,,S11Farm_Box02_38,100,I11-W03-17,
SALK_066988C,1H,CofC_S11Farm_0790,,,,I12-K05-3,
SALK_067430C,2,CofC_S11Farm_0791,,S11Farm_Box10_80,>100,,
SALK_067430C,3,CofC_S11Farm_0792,,,,I12-G06-11,
SALK_067430C,1A,CofC_S11Farm_0793,,S11Farm_Box13_81,20,,
SALK_067430C,1B,CofC_S11Farm_0794,,S11Farm_Box13_16,100,I11-G04-24,
SALK_067430C,2H,CofC_S11Farm_0795,,Hanna_Box02_47,40,,
SALK_067608C,1A,CofC_S11Farm_0796,,S11Farm_Box08_25,75,,
SALK_067608C,1B,CofC_S11Farm_0797,,S11Farm_Box12_17,100,,
SALK_067608C,2A,CofC_S11Farm_0798,,S11Farm_Box08_30,50,I12-W06-15,
SALK_067608C,2B,CofC_S11Farm_0799,,S11Farm_Box12_29,>100,,
SALK_067699C,1,CofC_S11Farm_0800,,S11Farm_Box06_61,170,I12-G02-12,
SALK_067699C,2,CofC_S11Farm_0801,,S11Farm_Box11_33,>100,I11-L14-19,
SALK_067699C,1H,CofC_S11Farm_0802,,Hanna_Box02_36,50,,
SALK_067699C,2H,CofC_S11Farm_0803,,,,,
SALK_067859C,1,CofC_S11Farm_0804,,,,,two tubes of seed labeled #1 - cannot distinguish between them
SALK_067859C,2,CofC_S11Farm_0805,,S11Farm_Box12_57,>100,I12-W05-24,
SALK_067859C,3,CofC_S11Farm_0806,,S11Farm_Box14_50,100,,
SALK_068008C,3,CofC_S11Farm_0807,,,,I11-V04-4,
SALK_068008C,1A,CofC_S11Farm_0808,,S11Farm_Box09_34,100,,
SALK_068008C,1B,CofC_S11Farm_0809,,S11Farm_Box12_78,10,,
SALK_068008C,2A,CofC_S11Farm_0810,,S11Farm_Box09_58,90,,
SALK_068008C,2B,CofC_S11Farm_0811,,,,,
SALK_068456C,1,CofC_S11Farm_0812,,S11Farm_Box11_17,>100,I12-G04-24,
SALK_068499C,1,CofC_S11Farm_0813,,S11Farm_Box15_63,100,I11-V10-5,
SALK_068499C,2,CofC_S11Farm_0814,,S11Farm_Box14_2,100,I11-V10-11,
SALK_069229C,1A,CofC_S11Farm_0815,,S11Farm_Box12_43,25,,
SALK_069229C,1B,CofC_S11Farm_0816,,S11Farm_Box11_32,>100,I12-V02-3,
SALK_069229C,2A,CofC_S11Farm_0817,,S11Farm_Box12_44,60,,
SALK_069229C,2B,CofC_S11Farm_0818,,S11Farm_Box14_11,50,,
SALK_069357C,2,CofC_S11Farm_0819,,S11Farm_Box15_59,50,,"no DNA, but have tissue"
SALK_069357C,1A,CofC_S11Farm_0820,,S11Farm_Box14_1,100,,"no DNA, but have tissue"
SALK_069357C,1B,CofC_S11Farm_0821,,S11Farm_Box11_27,50,,"no DNA, but have tissue"
SALK_069385C,1,CofC_S11Farm_0822,,S11Farm_Box09_53,>100,I11-V09-2,
SALK_069385C,2,CofC_S11Farm_0823,,S11Farm_Box09_64,>100,I11-V09-3,
SALK_069450C,1,CofC_S11Farm_0824,,,,I11-V06-9,
SALK_069450C,3,CofC_S11Farm_0825,,S11Farm_Box14_52,20,,
SALK_069489C,1,CofC_S11Farm_0826,,Hanna_Box03_8,75,,"No DNA, but have tissue"
SALK_070162C,2,CofC_S11Farm_0827,,S11Farm_Box12_59,>100,,
SALK_070162C,1A,CofC_S11Farm_0828,,S11Farm_Box12_67,>>100,I11-G05-1,
SALK_070162C,1B,CofC_S11Farm_0829,,S11Farm_Box15_3,60,,
SALK_070180C,1,CofC_S11Farm_0830,,S11Farm_Box11_35,>100,I11-W03-5,
SALK_070180C,2,CofC_S11Farm_0831,,S11Farm_Box11_31,7,I12-W05-27,
SALK_070506C,1,CofC_S11Farm_0832,,S11Farm_Box13_63,100,I12-G04-7,
SALK_070506C,2,CofC_S11Farm_0833,,S11Farm_Box13_61,100,,
SALK_070506C,4,CofC_S11Farm_0834,,,,I11-L14-21,
SALK_070569C,1,CofC_S11Farm_0835,,S11Farm_Box02_40,100,I12-G03-28,
SALK_070715C,1A,CofC_S11Farm_0836,,S11Farm_Box12_48,75,I12-G06-28,
SALK_070715C,1B,CofC_S11Farm_0837,,,,,
SALK_070920C,1,CofC_S11Farm_0838,,S11Farm_Box14_22,100,I12-K06-11,
SALK_070920C,2,CofC_S11Farm_0839,,S11Farm_Box14_17,50,,
SALK_070975C,,CofC_S11Farm_0840,,,,,FARM_FAIL
SALK_070989C,1,CofC_S11Farm_0841,,S11Farm_Box06_79,120,I12-G02-7,
SALK_070989C,2,CofC_S11Farm_0842,,S11Farm_Box06_81,100,,
SALK_070989C,3,CofC_S11Farm_0843,,Hanna_Box02_61,>100,I12-K05-13,
SALK_071126C,1,CofC_S11Farm_0844,,S11Farm_Box06_3,30,I12-K13-12,
SALK_071328C,,CofC_S11Farm_0845,,,,,FARM_FAIL
SALK_072009C,1,CofC_S11Farm_0846,,S11Farm_Box12_66,>>100,I12-W05-23,
SALK_072009C,2,CofC_S11Farm_0847,,S11Farm_Box12_64,>>100,I11-V09-12,
SALK_072009C,1H,CofC_S11Farm_0848,,,,,
SALK_072009C,2H,CofC_S11Farm_0849,,,,,
SALK_072590C,1,CofC_S11Farm_0850,,S11Farm_Box13_50,100,I12-G04-6,
SALK_072590C,2,CofC_S11Farm_0851,,S11Farm_Box15_64,60,I11-V10-12,
SALK_072590C,3,CofC_S11Farm_0852,,S11Farm_Box15_65,100,,
SALK_072590C,1H,CofC_S11Farm_0853,,Hanna_Box02_80,15,I12-V04-7,
SALK_072624C,1,CofC_S11Farm_0854,,S11Farm_Box01_32,50,,
SALK_072624C,2,CofC_S11Farm_0855,,,,I11-V03-1,
SALK_072624C,4,CofC_S11Farm_0856,,S11Farm_Box14_54,1,,
SALK_072672C,1,CofC_S11Farm_0857,,S11Farm_Box03_77,50,I11-G03-17,
SALK_072672C,2,CofC_S11Farm_0858,,S11Farm_Box05_33,100,,
SALK_072807C,1A,CofC_S11Farm_0859,,S11Farm_Box03_45,100,,
SALK_072807C,1B,CofC_S11Farm_0860,,S11Farm_Box06_22,10,I12-K13-4,
SALK_072850C,1,CofC_S11Farm_0861,,S11Farm_Box09_57,>100,I11-G04-17,
SALK_072850C,2,CofC_S11Farm_0862,,S11Farm_Box09_55,60,,
SALK_072966C,1,CofC_S11Farm_0863,,S11Farm_Box13_24,100,I12-G02-23,
SALK_072966C,2,CofC_S11Farm_0864,,S11Farm_Box13_25,100,,
SALK_073438C,2,CofC_S11Farm_0865,,Hanna_Box01_11,>100,,
SALK_073438C,1A,CofC_S11Farm_0866,,S11Farm_Box01_65,100,I12-G04-2,
SALK_073438C,1B,CofC_S11Farm_0867,,S11Farm_Box01_58,10,,
SALK_073438C,2H,CofC_S11Farm_0868,,Hanna_Box02_79,100,I12-K02-9,
SALK_073483C,1,CofC_S11Farm_0869,,S11Farm_Box01_43,10,I12-W06-21,
SALK_073483C,2,CofC_S11Farm_0870,,S11Farm_Box01_29,15,I12-W06-25,
SALK_074601C,1,CofC_S11Farm_0871,,S11Farm_Box09_67,>100,,
SALK_074601C,1H,CofC_S11Farm_0872,,Hanna_Box02_72,100,,
SALK_074601C,2A,CofC_S11Farm_0873,,S11Farm_Box09_50,>100,,
SALK_074601C,2B,CofC_S11Farm_0874,,,,,
SALK_074601C,2C,CofC_S11Farm_0875,,S11Farm_Box13_76,50,,
SALK_074601C,2H,CofC_S11Farm_0876,,,,,
SALK_075228C,,CofC_S11Farm_0877,,,,,FARM_FAIL
SALK_075261C,1,CofC_S11Farm_0878,,Hanna_Box01_18,20,I11-V07-10,
SALK_075261C,1H,CofC_S11Farm_0879,,Hanna_Box01_59,>100,I12-K04-2,
SALK_075484C,2,CofC_S11Farm_0880,,S11Farm_Box09_28,100,I12-G05-11,
SALK_075484C,1A,CofC_S11Farm_0881,,S11Farm_Box09_27,75,,
SALK_075484C,1B,CofC_S11Farm_0882,,S11Farm_Box01_61,60,,
SALK_076254C,1,CofC_S11Farm_0883,,,,,
SALK_076254C,1H,CofC_S11Farm_0884,,Hanna_Box02_22,90,I11-V12-4,
SALK_076550C,1,CofC_S11Farm_0885,,Hanna_Box03_3,20,I12-K13-22,
SALK_077704C,1,CofC_S11Farm_0886,,,,,
SALK_078782C,1,CofC_S11Farm_0887,,,,,
SALK_078782C,2,CofC_S11Farm_0888,,S11Farm_Box03_14,50,,
SALK_079210C,1,CofC_S11Farm_0889,,,,,two tubes of seed labeled plant #1
SALK_079210C,2,CofC_S11Farm_0890,,Hanna_Box02_48,>100,I12-K04-7,
SALK_079430C,1,CofC_S11Farm_0891,,S11Farm_Box09_71,100,I11-G04-9,
SALK_079430C,2,CofC_S11Farm_0892,,I11-G01-1,I11-G01-1,,
SALK_079430C,1H,CofC_S11Farm_0893,,Hanna_Box02_39,20,,
SALK_079666C,1,CofC_S11Farm_0894,,S11Farm_Box15_68,90,I11-G01-1,
SALK_079666C,2,CofC_S11Farm_0895,,S11Farm_Box13_67,60,,
SALK_079811C,1,CofC_S11Farm_0896,,S11Farm_Box15_70,60,I12-G02-20,
SALK_079811C,2,CofC_S11Farm_0897,,S11Farm_Box05_79,90,,
SALK_079932C,,CofC_S11Farm_0898,,,,,FARM_FAIL
SALK_080024C,1,CofC_S11Farm_0899,,,,I11-V03-7,
SALK_080024C,2,CofC_S11Farm_0900,,S11Farm_Box15_4,15,,
SALK_080169C,1,CofC_S11Farm_0901,,S11Farm_Box02_59,100,I12-W05-12,
SALK_080169C,1H,CofC_S11Farm_0902,,Hanna_Box01_56,>100,I12-V02-28,
SALK_080188C,1,CofC_S11Farm_0903,,S11Farm_Box07_51,100,I11-G03-5,
SALK_080188C,2,CofC_S11Farm_0904,,S11Farm_Box07_77,30,,
SALK_080686C,,CofC_S11Farm_0905,,,,,DNG
SALK_080724C,1,CofC_S11Farm_0906,,,,,
SALK_081047C,,CofC_S11Farm_0907,,,,,DNG
SALK_081069C,,CofC_S11Farm_0908,,,,,FARM_FAIL
SALK_081193C,2,CofC_S11Farm_0909,,S11Farm_Box09_49,>100,I11-G04-20,
SALK_081193C,1A,CofC_S11Farm_0910,,S11Farm_Box09_60,100,,
SALK_081193C,1B,CofC_S11Farm_0911,,S11Farm_Box03_53,100,,
SALK_081337C,1,CofC_S11Farm_0912,,Hanna_Box03_2,100,I12-V04-8,
SALK_081524C,1,CofC_S11Farm_0913,,S11Farm_Box07_68,50,I11-W02-13,
SALK_081531C,1,CofC_S11Farm_0914,,,,,"two seed samples labeled #1, cannot distinguish between them"
SALK_081531C,1,CofC_S11Farm_0915,,,,,"two seed samples labeled #1, cannot distinguish between them"
SALK_081531C,2,CofC_S11Farm_0916,,S11Farm_Box13_56,20,,
SALK_081643C,1,CofC_S11Farm_0917,,S11Farm_Box13_68,100,,
SALK_081643C,2,CofC_S11Farm_0918,,S11Farm_Box13_60,100,,
SALK_081643C,3,CofC_S11Farm_0919,,,,I11-L14-3,
SALK_081860C,1,CofC_S11Farm_0920,,S11Farm_Box11_48,15,,
SALK_081860C,2,CofC_S11Farm_0921,,S11Farm_Box11_47,20,,
SALK_081860C,1H,CofC_S11Farm_0922,,Hanna_Box02_7,100,,
SALK_081927C,1,CofC_S11Farm_0923,,S11Farm_Box11_48,15,I12-W05-25,
SALK_081927C,2,CofC_S11Farm_0924,,S11Farm_Box11_47,20,I11-V11-14,
SALK_081927C,1H,CofC_S11Farm_0925,,Hanna_Box02_7,100,I11-V08-5,
SALK_082160C,2,CofC_S11Farm_0926,,S11Farm_Box11_45,100,I11-G04-27,
SALK_082160C,1A,CofC_S11Farm_0927,,S11Farm_Box11_44,100,,
SALK_082160C,1B,CofC_S11Farm_0928,,,,,
SALK_082258C,1,CofC_S11Farm_0929,,S11Farm_Box11_67,80,,
SALK_082258C,2,CofC_S11Farm_0930,,S11Farm_Box11_52,100,I12-V02-15,
SALK_082408C,1,CofC_S11Farm_0931,,,,,
SALK_082408C,2,CofC_S11Farm_0932,,,,,
SALK_082484C,1A,CofC_S11Farm_0933,,S11Farm_Box15_71,100,I12-G06-23,
SALK_082484C,1B,CofC_S11Farm_0934,,S11Farm_Box06_4,100,,
SALK_082484C,2A,CofC_S11Farm_0935,,S11Farm_Box14_6,100,,
SALK_082484C,2H,CofC_S11Farm_0936,,Hanna_Box01_61,100,,
SALK_082545C,1,CofC_S11Farm_0937,,Hanna_Box01_6,>100,I12-K05-14,
SALK_082546C,1,CofC_S11Farm_0938,,S11Farm_Box03_12,20,,
SALK_082546C,2,CofC_S11Farm_0939,,S11Farm_Box03_16,50,I11-G01-25,
SALK_082546C,1H,CofC_S11Farm_0940,,Hanna_Box01_71,30,I11-V07-9,
SALK_082546C,2H,CofC_S11Farm_0941,,Hanna_Box01_72,75,I11-V08-1,
SALK_082635C,,CofC_S11Farm_0942,,,,,FARM_FAIL
SALK_082685C,,CofC_S11Farm_0943,,,,,DNG
SALK_082690C,1,CofC_S11Farm_0944,,S11Farm_Box08_23,>100,I11-G02-2,
SALK_082690C,2,CofC_S11Farm_0945,,S11Farm_Box08_24,60,,
SALK_082840C,1,CofC_S11Farm_0946,,S11Farm_Box12_20,>100,,
SALK_082840C,2,CofC_S11Farm_0947,,,,,
SALK_082840C,3,CofC_S11Farm_0948,,S11Farm_Box14_56,100,,have tissue for this line
SALK_082840C,1H,CofC_S11Farm_0949,,,,,
SALK_083054C,1,CofC_S11Farm_0950,,,,I12-G03-17,
SALK_083054C,2,CofC_S11Farm_0951,,S11Farm_Box02_66,100,,
SALK_083054C,3,CofC_S11Farm_0952,,S11Farm_Box14_59,10,,
SALK_083054C,4,CofC_S11Farm_0953,,,,I12-V02-9,
SALK_083085C,2,CofC_S11Farm_0954,,Hanna_Box01_21,75,,
SALK_083085C,1A,CofC_S11Farm_0955,,S11Farm_Box01_70,100,I12-G03-2,
SALK_083085C,1B,CofC_S11Farm_0956,,S11Farm_Box12_80,10,,
SALK_083133C,1A,CofC_S11Farm_0957,,S11Farm_Box05_40,140,I12-G02-19,
SALK_083133C,1B,CofC_S11Farm_0958,,S11Farm_Box05_78,80,,
SALK_083133C,2A,CofC_S11Farm_0959,,S11Farm_Box06_1,130,,
SALK_083133C,2B,CofC_S11Farm_0960,,S11Farm_Box11_34,100,I11-W02-12,
SALK_083139C,,CofC_S11Farm_0961,,,,,FARM_FAIL
SALK_083343C,1A,CofC_S11Farm_0962,,S11Farm_Box12_7,>100,,
SALK_083343C,1B,CofC_S11Farm_0963,,S11Farm_Box07_53,100,I11-G05-4,
SALK_083343C,2A,CofC_S11Farm_0964,,S11Farm_Box12_23,>100,,
SALK_083343C,2B,CofC_S11Farm_0965,,S11Farm_Box07_58,100,,
SALK_083600C,2,CofC_S11Farm_0966,,,,I12-G04-8,
SALK_083600C,1A,CofC_S11Farm_0967,,S11Farm_Box13_44,50,,
SALK_083600C,1B,CofC_S11Farm_0968,,S11Farm_Box02_45,100,,
SALK_083600C,1C,CofC_S11Farm_0969,,S11Farm_Box11_29,>100,,
SALK_083613C,1,CofC_S11Farm_0970,,S11Farm_Box11_57,80,,
SALK_083613C,2,CofC_S11Farm_0971,,S11Farm_Box11_43,4,,
SALK_083667C,,CofC_S11Farm_0972,,,,,FARM_FAIL
SALK_083802C,1,CofC_S11Farm_0973,,S11Farm_Box05_54,70,I11-G01-24,
SALK_083802C,2,CofC_S11Farm_0974,,S11Farm_Box06_23,120,I11-V09-14,
SALK_084566C,1A,CofC_S11Farm_0975,,S11Farm_Box04_34,100,,
SALK_084566C,1B,CofC_S11Farm_0976,,S11Farm_Box11_55,100,,
SALK_084566C,2A,CofC_S11Farm_0977,,S11Farm_Box04_33,>100,,
SALK_084566C,2B,CofC_S11Farm_0978,,S11Farm_Box11_62,100,I11-G01-4,
SALK_085087C,1,CofC_S11Farm_0979,,S11Farm_Box11_65,20,,
SALK_085087C,2,CofC_S11Farm_0980,,S11Farm_Box11_61,100,I11-G01-3,
SALK_085456C,2,CofC_S11Farm_0981,,S11Farm_Box05_25,80,I12-K13-15,
SALK_085456C,1A,CofC_S11Farm_0982,,S11Farm_Box08_2,60,I11-V09-9,
SALK_085456C,1B,CofC_S11Farm_0983,,S11Farm_Box03_79,50,,
SALK_085481C,1,CofC_S11Farm_0984,,,,,
SALK_085481C,2,CofC_S11Farm_0985,,S11Farm_Box15_21,60,I12-K05-5,
SALK_085481C,1H,CofC_S11Farm_0986,,Hanna_Box01_24,100,I12-G06-15,
SALK_085482C,1,CofC_S11Farm_0987,,S11Farm_Box11_50,100,,
SALK_085482C,2,CofC_S11Farm_0988,,S11Farm_Box11_37,100,,
SALK_085865C,1,CofC_S11Farm_0989,,S11Farm_Box10_75,40,,
SALK_085865C,1H,CofC_S11Farm_0990,,Hanna_Box02_25,60,,
SALK_085865C,2A,CofC_S11Farm_0991,,S11Farm_Box06_40,80,I11-G03-18,
SALK_085865C,2B,CofC_S11Farm_0992,,S11Farm_Box10_67,60,I11-W03-7,
SALK_085871C,1,CofC_S11Farm_0993,,S11Farm_Box01_33,2,,
SALK_086457C,1,CofC_S11Farm_0994,,,,,
SALK_086457C,2,CofC_S11Farm_0995,,,,,
SALK_086457C,1H,CofC_S11Farm_0996,,Hanna_Box01_76,100,I12-V04-12,
SALK_086642C,1,CofC_S11Farm_0997,,S11Farm_Box04_68,100,,
SALK_086642C,2,CofC_S11Farm_0998,,S11Farm_Box04_47,100,,
SALK_086656C,1A,CofC_S11Farm_0999,,S11Farm_Box03_80,10,,
SALK_086656C,1B,CofC_S11Farm_1000,,S11Farm_Box15_72,40,,
SALK_086656C,2B,CofC_S11Farm_1001,,,,I12-K05-10,"two seed samples labeled #2, cannot distinguish between them"
SALK_086656C,2C,CofC_S11Farm_1002,,,,,"two seed samples labeled #2, cannot distinguish between them"
SALK_086776C,1,CofC_S11Farm_1003,,Hanna_Box02_81,100,I12-G06-4,
SALK_086887C,1,CofC_S11Farm_1004,,S11Farm_Box12_31,>100,,
SALK_086887C,2,CofC_S11Farm_1005,,S11Farm_Box12_28,100,,
SALK_086887C,1H,CofC_S11Farm_1006,,,,,
SALK_086887C,2H,CofC_S11Farm_1007,,,,I12-K03-4,
SALK_086894C,3,CofC_S11Farm_1008,,Hanna_Box01_65,100,I12-K01-14,
SALK_086894C,1A,CofC_S11Farm_1009,,S11Farm_Box04_5,>100,I12-G03-13,
SALK_086894C,1B,CofC_S11Farm_1010,,S11Farm_Box14_18,100,,
SALK_086894C,2A,CofC_S11Farm_1011,,S11Farm_Box01_74,>100,,
SALK_086894C,2B,CofC_S11Farm_1012,,S11Farm_Box14_38,100,,
SALK_087126C,1A,CofC_S11Farm_1013,,S11Farm_Box07_4,50,,
SALK_087126C,1B,CofC_S11Farm_1014,,S11Farm_Box06_33,80,,
SALK_087126C,1H,CofC_S11Farm_1015,,Hanna_Box02_55,>100,I12-G06-2,
